"","journal","url","publisher","date"
"363","Journal of Counseling Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/cou","APA","2021-01-31"
"364","Journal of Diversity in Higher Education - APA Publishing | APA","https://www.apa.org/pubs/journals/dhe","APA","2021-01-31"
"365","Journal of Educational Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/edu","APA","2021-01-31"
"366","Journal of Experimental Psychology: Animal Learning and Cognition","https://www.apa.org/pubs/journals/xan","APA","2021-01-31"
"367","Journal of Experimental Psychology: Applied - APA Publishing | APA","https://www.apa.org/pubs/journals/xap","APA","2021-01-31"
"368","Journal of Experimental Psychology: General - APA Publishing | APA","https://www.apa.org/pubs/journals/xge","APA","2021-01-31"
"369","Journal of Experimental Psychology: Human Perception and Performance -  | APA","https://www.apa.org/pubs/journals/xhp","APA","2021-01-31"
"370","Journal of Experimental Psychology: Learning, Memory, and Cognition | APA","https://www.apa.org/pubs/journals/xlm","APA","2021-01-31"
"371","Journal of Family Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/fam","APA","2021-01-31"
"372","Journal of Latinx Psychology","https://www.apa.org/pubs/journals/lat","APA","2021-01-31"
"373","Journal of Neuroscience, Psychology, and Economics","https://www.apa.org/pubs/journals/npe","APA","2021-01-31"
"374","Journal of Occupational Health Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/ocp","APA","2021-01-31"
"375","Journal of Personality and Social Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/psp","APA","2021-01-31"
"376","Journal of Psychotherapy Integration","https://www.apa.org/pubs/journals/int","APA","2021-01-31"
"377","Journal of Rural Mental Health","https://www.apa.org/pubs/journals/rmh","APA","2021-01-31"
"378","Journal of Theoretical and Philosophical Psychology","https://www.apa.org/pubs/journals/teo","APA","2021-01-31"
"379","Journal of Threat Assessment and Management","https://www.apa.org/pubs/journals/tam","APA","2021-01-31"
"380","Law and Human Behavior - APA Publishing | APA","https://www.apa.org/pubs/journals/lhb","APA","2021-01-31"
"381","Motivation Science","https://www.apa.org/pubs/journals/mot","APA","2021-01-31"
"382","Neuropsychology","https://www.apa.org/pubs/journals/neu","APA","2021-01-31"
"383","Peace and Conflict: Journal of Peace Psychology","https://www.apa.org/pubs/journals/pac","APA","2021-01-31"
"384","Personality Disorders: Theory, Research, and Treatment","https://www.apa.org/pubs/journals/per","APA","2021-01-31"
"385","Practice Innovations","https://www.apa.org/pubs/journals/pri","APA","2021-01-31"
"386","Professional Psychology: Research and Practice - APA Publishing | APA","https://www.apa.org/pubs/journals/pro","APA","2021-01-31"
"387","Psychiatric Rehabilitation Journal","https://www.apa.org/pubs/journals/prj","APA","2021-01-31"
"388","Psychoanalytic Psychology","https://www.apa.org/pubs/journals/pap","APA","2021-01-31"
"389","Psychological Assessment - APA Publishing | APA","https://www.apa.org/pubs/journals/pas","APA","2021-01-31"
"390","Psychological Bulletin Journal - APA Publishing | APA","https://www.apa.org/pubs/journals/bul","APA","2021-01-31"
"391","Psychological Methods - APA Publishing | APA","https://www.apa.org/pubs/journals/met","APA","2021-01-31"
"392","Psychological Review - APA Publishing | APA","https://www.apa.org/pubs/journals/rev","APA","2021-01-31"
"393","Psychological Services","https://www.apa.org/pubs/journals/ser","APA","2021-01-31"
"394","Psychological Trauma: Theory, Research, Practice, and Policy | APA","https://www.apa.org/pubs/journals/tra","APA","2021-01-31"
"395","The Psychologist-Manager Journal","https://www.apa.org/pubs/journals/mgr","APA","2021-01-31"
"396","Psychology & Neuroscience","https://www.apa.org/pubs/journals/pne","APA","2021-01-31"
"397","Psychology and Aging - APA Publishing | APA","https://www.apa.org/pubs/journals/pag","APA","2021-01-31"
"398","Psychology of Addictive Behaviors","https://www.apa.org/pubs/journals/adb","APA","2021-01-31"
"399","Psychology of Aesthetics, Creativity, and the Arts","https://www.apa.org/pubs/journals/aca","APA","2021-01-31"
"400","Psychology of Consciousness: Theory, Research, and Practice","https://www.apa.org/pubs/journals/cns","APA","2021-01-31"
"401","Psychology of Men & Masculinities - APA Publishing | APA","https://www.apa.org/pubs/journals/men","APA","2021-01-31"
"402","Psychology of Popular Media","https://www.apa.org/pubs/journals/ppm","APA","2021-01-31"
"403","Psychology of Religion and Spirituality - APA Publishing | APA","https://www.apa.org/pubs/journals/rel","APA","2021-01-31"
"404","Psychology of Sexual Orientation and Gender Diversity - Journal | APA","https://www.apa.org/pubs/journals/sgd","APA","2021-01-31"
"405","Psychology of Violence - APA Publishing | APA","https://www.apa.org/pubs/journals/vio","APA","2021-01-31"
"406","Psychology, Public Policy, and Law","https://www.apa.org/pubs/journals/law","APA","2021-01-31"
"407","Psychomusicology: Music, Mind, and Brain","https://www.apa.org/pubs/journals/pmu","APA","2021-01-31"
"408","Psychotherapy","https://www.apa.org/pubs/journals/pst","APA","2021-01-31"
"409","Qualitative Psychology","https://www.apa.org/pubs/journals/qua","APA","2021-01-31"
"410","Rehabilitation Psychology","https://www.apa.org/pubs/journals/rep","APA","2021-01-31"
"411","Scholarship of Teaching and Learning in Psychology","https://www.apa.org/pubs/journals/stl","APA","2021-01-31"
"412","School Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/spq","APA","2021-01-31"
"413","Spirituality in Clinical Practice","https://www.apa.org/pubs/journals/scp","APA","2021-01-31"
"414","Sport, Exercise, and Performance Psychology - APA Publishing | APA","https://www.apa.org/pubs/journals/spy","APA","2021-01-31"
"415","Stigma and Health","https://www.apa.org/pubs/journals/sah","APA","2021-01-31"
"416","Technology, Mind, and Behavior","https://www.apa.org/pubs/journals/tmb","APA","2021-01-31"
"417","Training and Education in Professional Psychology","https://www.apa.org/pubs/journals/tep","APA","2021-01-31"
"418","Translational Issues in Psychological Science","https://www.apa.org/pubs/journals/tps","APA","2021-01-31"
"419","Traumatology - APA Publishing | APA","https://www.apa.org/pubs/journals/trm","APA","2021-01-31"
"420","Journal of Aerospace Engineering","https://ascelibrary.org/loi/jaeeez","ASCE","2021-01-31"
"421","Journal of Architectural Engineering","https://ascelibrary.org/loi/jaeied","ASCE","2021-01-31"
"422","Journal of Bridge Engineering","https://ascelibrary.org/loi/jbenf2","ASCE","2021-01-31"
"423","Journal of Civil Engineering Education","https://ascelibrary.org/loi/jceecd","ASCE","2021-01-31"
"424","Civil Engineering Magazine","https://ascelibrary.org/loi/ciegag","ASCE","2021-01-31"
"425","Journal of Cold Regions Engineering","https://ascelibrary.org/loi/jcrgei","ASCE","2021-01-31"
"426","Journal of Composites for Construction","https://ascelibrary.org/loi/jccof2","ASCE","2021-01-31"
"427","Journal of Computing in Civil Engineering","https://ascelibrary.org/loi/jccee5","ASCE","2021-01-31"
"428","Journal of Construction Engineering and Management","https://ascelibrary.org/loi/jcemd4","ASCE","2021-01-31"
"429","Journal of Energy Engineering","https://ascelibrary.org/loi/jleed9","ASCE","2021-01-31"
"430","Journal of Engineering Mechanics","https://ascelibrary.org/loi/jenmdt","ASCE","2021-01-31"
"431","Journal of Environmental Engineering","https://ascelibrary.org/loi/joeedu","ASCE","2021-01-31"
"432","International Journal of Geomechanics","https://ascelibrary.org/loi/ijgnai","ASCE","2021-01-31"
"433","Journal of Geotechnical and Geoenvironmental Engineering","https://ascelibrary.org/loi/jggefk","ASCE","2021-01-31"
"434","Journal of Hazardous, Toxic, and Radioactive Waste","https://ascelibrary.org/loi/jhtrbp","ASCE","2021-01-31"
"435","Journal of Highway and Transportation Research and Development (English Edition)","https://ascelibrary.org/loi/jhtrcq","ASCE","2021-01-31"
"436","Journal of Hydraulic Engineering","https://ascelibrary.org/loi/jhend8","ASCE","2021-01-31"
"437","Journal of Hydrologic Engineering","https://ascelibrary.org/loi/jhyeff","ASCE","2021-01-31"
"438","Journal of Infrastructure Systems","https://ascelibrary.org/loi/jitse4","ASCE","2021-01-31"
"439","Journal of Irrigation and Drainage Engineering","https://ascelibrary.org/loi/jidedh","ASCE","2021-01-31"
"440","Leadership and Management in Engineering","https://ascelibrary.org/loi/lmeeaz","ASCE","2021-01-31"
"441","Journal of Legal Affairs and Dispute Resolution in Engineering and Construction","https://ascelibrary.org/loi/jladah","ASCE","2021-01-31"
"442","Journal of Management in Engineering","https://ascelibrary.org/loi/jmenea","ASCE","2021-01-31"
"443","Journal of Materials in Civil Engineering","https://ascelibrary.org/loi/jmcee7","ASCE","2021-01-31"
"444","Journal of Nanomechanics and Micromechanics","https://ascelibrary.org/loi/jnmoco","ASCE","2021-01-31"
"445","Natural Hazards Review","https://ascelibrary.org/loi/nhrefo","ASCE","2021-01-31"
"446","Journal of Performance of Constructed Facilities","https://ascelibrary.org/loi/jpcfev","ASCE","2021-01-31"
"447","Journal of Pipeline Systems Engineering and Practice","https://ascelibrary.org/loi/jpsea2","ASCE","2021-01-31"
"448","ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part A: Civil Engineering","https://ascelibrary.org/loi/ajrua6","ASCE","2021-01-31"
"449","ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering","https://ascelibrary.org/loi/ajrub7","ASCE","2021-01-31"
"450","Practice Periodical on Structural Design and Construction","https://ascelibrary.org/loi/ppscfx","ASCE","2021-01-31"
"451","Journal of Structural Engineering","https://ascelibrary.org/loi/jsendh","ASCE","2021-01-31"
"452","Journal of Surveying Engineering","https://ascelibrary.org/loi/jsued2","ASCE","2021-01-31"
"453","Journal of Sustainable Water in the Built Environment","https://ascelibrary.org/loi/jswbay","ASCE","2021-01-31"
"454","Journal of Transportation Engineering, Part A: Systems","https://ascelibrary.org/loi/jtepbs","ASCE","2021-01-31"
"455","Journal of Transportation Engineering, Part B: Pavements","https://ascelibrary.org/loi/jpeodx","ASCE","2021-01-31"
"456","Journal of Urban Planning and Development","https://ascelibrary.org/loi/jupddm","ASCE","2021-01-31"
"457","Journal of Water Resources Planning and Management","https://ascelibrary.org/loi/jwrmd5","ASCE","2021-01-31"
"458","Journal of Waterway, Port, Coastal, and Ocean Engineering","https://ascelibrary.org/loi/jwped5","ASCE","2021-01-31"
"2460","Academia Revista Latinoamericana de Administraci<f3>n","https://www.emeraldgrouppublishing.com/journal/arla","Emerald","2021-01-31"
"2461","Accounting Research Journal","https://www.emeraldgrouppublishing.com/journal/arj","Emerald","2021-01-31"
"2462","Accounting, Auditing & Accountability Journal","https://www.emeraldgrouppublishing.com/journal/aaaj","Emerald","2021-01-31"
"2463","Advances in Autism","https://www.emeraldgrouppublishing.com/journal/aia","Emerald","2021-01-31"
"2464","Advances in Dual Diagnosis","https://www.emeraldgrouppublishing.com/journal/add","Emerald","2021-01-31"
"2465","Advances in Mental Health & Intellectual Disabilities","https://www.emeraldgrouppublishing.com/journal/amhid","Emerald","2021-01-31"
"2466","African Journal of Economic and Management Studies","https://www.emeraldgrouppublishing.com/journal/ajems","Emerald","2021-01-31"
"2467","Agricultural Finance Review","https://www.emeraldgrouppublishing.com/journal/afr","Emerald","2021-01-31"
"2468","Aircraft Engineering and Aerospace Technology","https://www.emeraldgrouppublishing.com/journal/aeat","Emerald","2021-01-31"
"2469","American Journal of Business","https://www.emeraldgrouppublishing.com/journal/ajb","Emerald","2021-01-31"
"2470","Annals in Social Responsibility","https://www.emeraldgrouppublishing.com/journal/asr","Emerald","2021-01-31"
"2471","Anti-Corrosion Methods and Materials","https://www.emeraldgrouppublishing.com/journal/acmm","Emerald","2021-01-31"
"2472","Applied Computing and Informatics","https://www.emeraldgrouppublishing.com/journal/aci","Emerald","2021-01-31"
"2473","Applied Economic Analysis","https://www.emeraldgrouppublishing.com/journal/aea","Emerald","2021-01-31"
"2474","Arab Journal of Mathematical Sciences","https://www.emeraldgrouppublishing.com/journal/ajms","Emerald","2021-01-31"
"2475","Archnet-IJAR","https://www.emeraldgrouppublishing.com/journal/arch","Emerald","2021-01-31"
"2476","Arts and the Market","https://www.emeraldgrouppublishing.com/journal/aam","Emerald","2021-01-31"
"2477","Asia Pacific Journal of Innovation and Entrepreneurship","https://www.emeraldgrouppublishing.com/journal/apjie","Emerald","2021-01-31"
"2478","Asia Pacific Journal of Marketing and Logistics","https://www.emeraldgrouppublishing.com/journal/apjml","Emerald","2021-01-31"
"2479","Asia-Pacific Journal of Business Administration","https://www.emeraldgrouppublishing.com/journal/apjba","Emerald","2021-01-31"
"2480","Asian Association of Open Universities Journal","https://www.emeraldgrouppublishing.com/journal/aaouj","Emerald","2021-01-31"
"2481","Asian Education and Development Studies","https://www.emeraldgrouppublishing.com/journal/aeds","Emerald","2021-01-31"
"2482","Asian Journal of Accounting Research","https://www.emeraldgrouppublishing.com/journal/ajar","Emerald","2021-01-31"
"2483","Asian Journal of Economics and Banking","https://www.emeraldgrouppublishing.com/journal/ajeb","Emerald","2021-01-31"
"2484","Asian Review of Accounting","https://www.emeraldgrouppublishing.com/journal/ara","Emerald","2021-01-31"
"2485","Aslib Journal of Information Management","https://www.emeraldgrouppublishing.com/journal/ajim","Emerald","2021-01-31"
"2486","Assembly Automation","https://www.emeraldgrouppublishing.com/journal/aa","Emerald","2021-01-31"
"2487","Baltic Journal of Management","https://www.emeraldgrouppublishing.com/journal/bjm","Emerald","2021-01-31"
"2488","Benchmarking","https://www.emeraldgrouppublishing.com/journal/bij","Emerald","2021-01-31"
"2489","British Food Journal","https://www.emeraldgrouppublishing.com/journal/bfj","Emerald","2021-01-31"
"2490","Built Environment Project and Asset Management","https://www.emeraldgrouppublishing.com/journal/bepam","Emerald","2021-01-31"
"2491","Business Process Management Journal","https://www.emeraldgrouppublishing.com/journal/bpmj","Emerald","2021-01-31"
"2492","Career Development International","https://www.emeraldgrouppublishing.com/journal/cdi","Emerald","2021-01-31"
"2493","China Agricultural Economic Review","https://www.emeraldgrouppublishing.com/journal/caer","Emerald","2021-01-31"
"2494","China Finance Review International","https://www.emeraldgrouppublishing.com/journal/cfri","Emerald","2021-01-31"
"2495","China Political Economy","https://www.emeraldgrouppublishing.com/journal/cpe","Emerald","2021-01-31"
"2496","Chinese Management Studies","https://www.emeraldgrouppublishing.com/journal/cms","Emerald","2021-01-31"
"2497","Circuit World","https://www.emeraldgrouppublishing.com/journal/cw","Emerald","2021-01-31"
"2498","Collection and Curation","https://www.emeraldgrouppublishing.com/journal/cc","Emerald","2021-01-31"
"2499","COMPEL: The international journal for computation and mathematics in electrical and electronic engineering","https://www.emeraldgrouppublishing.com/journal/compel","Emerald","2021-01-31"
"2500","Competitiveness Review","https://www.emeraldgrouppublishing.com/journal/cr","Emerald","2021-01-31"
"2501","Construction Innovation","https://www.emeraldgrouppublishing.com/journal/ci","Emerald","2021-01-31"
"2502","Continuity & Resilience Review","https://www.emeraldgrouppublishing.com/journal/crr","Emerald","2021-01-31"
"2503","Corporate Communications","https://www.emeraldgrouppublishing.com/journal/ccij","Emerald","2021-01-31"
"2504","Corporate Governance","https://www.emeraldgrouppublishing.com/journal/cg","Emerald","2021-01-31"
"2505","critical perspectives on international business","https://www.emeraldgrouppublishing.com/journal/cpoib","Emerald","2021-01-31"
"2506","Cross Cultural & Strategic Management","https://www.emeraldgrouppublishing.com/journal/ccsm","Emerald","2021-01-31"
"2507","Data Technologies and Applications","https://www.emeraldgrouppublishing.com/journal/dta","Emerald","2021-01-31"
"2508","Development and Learning in Organizations","https://www.emeraldgrouppublishing.com/journal/dlo","Emerald","2021-01-31"
"2509","Digital Library Perspectives","https://www.emeraldgrouppublishing.com/journal/dlp","Emerald","2021-01-31"
"2510","Digital Policy, Regulation and Governance","https://www.emeraldgrouppublishing.com/journal/dprg","Emerald","2021-01-31"
"2511","Disaster Prevention and Management","https://www.emeraldgrouppublishing.com/journal/dpm","Emerald","2021-01-31"
"2512","Drugs and Alcohol Today","https://www.emeraldgrouppublishing.com/journal/dat","Emerald","2021-01-31"
"2513","Ecofeminism and Climate Change","https://www.emeraldgrouppublishing.com/journal/efcc","Emerald","2021-01-31"
"2514","Education + Training","https://www.emeraldgrouppublishing.com/journal/et","Emerald","2021-01-31"
"2515","Emerging Markets Case Studies","https://www.emeraldgrouppublishing.com/journal/emcs","Emerald","2021-01-31"
"2516","Employee Relations","https://www.emeraldgrouppublishing.com/journal/er","Emerald","2021-01-31"
"2517","Engineering Computations","https://www.emeraldgrouppublishing.com/journal/ec","Emerald","2021-01-31"
"2518","Engineering, Construction and Architectural Management","https://www.emeraldgrouppublishing.com/journal/ecam","Emerald","2021-01-31"
"2519","English Teaching: Practice & Critique","https://www.emeraldgrouppublishing.com/journal/etpc","Emerald","2021-01-31"
"2520","Equality, Diversity and Inclusion","https://www.emeraldgrouppublishing.com/journal/edi","Emerald","2021-01-31"
"2521","EuroMed Journal of Business","https://www.emeraldgrouppublishing.com/journal/emjb","Emerald","2021-01-31"
"2522","European Business Review","https://www.emeraldgrouppublishing.com/journal/ebr","Emerald","2021-01-31"
"2523","European Journal of Innovation Management","https://www.emeraldgrouppublishing.com/journal/ejim","Emerald","2021-01-31"
"2524","European Journal of Management and Business Economics","https://www.emeraldgrouppublishing.com/journal/ejmbe","Emerald","2021-01-31"
"2525","European Journal of Management Studies","https://www.emeraldgrouppublishing.com/journal/ejms","Emerald","2021-01-31"
"2526","European Journal of Marketing","https://www.emeraldgrouppublishing.com/journal/ejm","Emerald","2021-01-31"
"2527","European Journal of Training and Development","https://www.emeraldgrouppublishing.com/journal/ejtd","Emerald","2021-01-31"
"2528","Evidence-based HRM","https://www.emeraldgrouppublishing.com/journal/ebhrm","Emerald","2021-01-31"
"2529","Facilities","https://www.emeraldgrouppublishing.com/journal/f","Emerald","2021-01-31"
"2530","Foresight","https://www.emeraldgrouppublishing.com/journal/fs","Emerald","2021-01-31"
"2531","Forestry Economics Review","https://www.emeraldgrouppublishing.com/journal/fer","Emerald","2021-01-31"
"2532","Frontiers in Engineering and Built Environment","https://www.emeraldgrouppublishing.com/journal/febe","Emerald","2021-01-31"
"2533","Fulbright Review of Economics and Policy","https://www.emeraldgrouppublishing.com/journal/frep","Emerald","2021-01-31"
"2534","Gender in Management","https://www.emeraldgrouppublishing.com/journal/gm","Emerald","2021-01-31"
"2535","Global Knowledge, Memory and Communication","https://www.emeraldgrouppublishing.com/journal/gkmc","Emerald","2021-01-31"
"2536","Grey Systems","https://www.emeraldgrouppublishing.com/journal/gs","Emerald","2021-01-31"
"2537","Health Education","https://www.emeraldgrouppublishing.com/journal/he","Emerald","2021-01-31"
"2538","Higher Education Evaluation and Development","https://www.emeraldgrouppublishing.com/journal/heed","Emerald","2021-01-31"
"2539","Higher Education, Skills and Work-based Learning","https://www.emeraldgrouppublishing.com/journal/heswbl","Emerald","2021-01-31"
"2540","History of Education Review","https://www.emeraldgrouppublishing.com/journal/her","Emerald","2021-01-31"
"2541","Housing, Care and Support","https://www.emeraldgrouppublishing.com/journal/hcs","Emerald","2021-01-31"
"2542","Human Resource Management","https://www.emeraldgrouppublishing.com/journal/hrmid","Emerald","2021-01-31"
"2543","Indian Growth and Development Review","https://www.emeraldgrouppublishing.com/journal/igdr","Emerald","2021-01-31"
"2544","Industrial and Commercial Training","https://www.emeraldgrouppublishing.com/journal/ict","Emerald","2021-01-31"
"2545","Industrial Lubrication and Tribology","https://www.emeraldgrouppublishing.com/journal/ilt","Emerald","2021-01-31"
"2546","Industrial Management & Data Systems","https://www.emeraldgrouppublishing.com/journal/imds","Emerald","2021-01-31"
"2547","Industrial Robot","https://www.emeraldgrouppublishing.com/journal/ir","Emerald","2021-01-31"
"2548","Information and Computer Security","https://www.emeraldgrouppublishing.com/journal/ics","Emerald","2021-01-31"
"2549","Information and Learning Sciences","https://www.emeraldgrouppublishing.com/journal/ils","Emerald","2021-01-31"
"2550","Information Discovery and Delivery","https://www.emeraldgrouppublishing.com/journal/idd","Emerald","2021-01-31"
"2551","Information Technology & People","https://www.emeraldgrouppublishing.com/journal/itp","Emerald","2021-01-31"
"2552","Innovation & Management Review","https://www.emeraldgrouppublishing.com/journal/inmr","Emerald","2021-01-31"
"2553","Interactive Technology and Smart Education","https://www.emeraldgrouppublishing.com/journal/itse","Emerald","2021-01-31"
"2554","International Hospitality Review","https://www.emeraldgrouppublishing.com/journal/ihr","Emerald","2021-01-31"
"2555","International Journal for Lesson and Learning Studies","https://www.emeraldgrouppublishing.com/journal/ijlls","Emerald","2021-01-31"
"2556","International Journal of Accounting & Information Management","https://www.emeraldgrouppublishing.com/journal/ijaim","Emerald","2021-01-31"
"2557","International Journal of Bank Marketing","https://www.emeraldgrouppublishing.com/journal/ijbm","Emerald","2021-01-31"
"2558","International Journal of Building Pathology and Adaptation","https://www.emeraldgrouppublishing.com/journal/ijbpa","Emerald","2021-01-31"
"2559","International Journal of Climate Change Strategies and Management","https://www.emeraldgrouppublishing.com/journal/ijccsm","Emerald","2021-01-31"
"2560","International Journal of Clothing Science and Technology","https://www.emeraldgrouppublishing.com/journal/ijcst","Emerald","2021-01-31"
"2561","International Journal of Comparative Education and Development","https://www.emeraldgrouppublishing.com/journal/ijced","Emerald","2021-01-31"
"2562","International Journal of Conflict Management","https://www.emeraldgrouppublishing.com/journal/ijcma","Emerald","2021-01-31"
"2563","International Journal of Contemporary Hospitality Management","https://www.emeraldgrouppublishing.com/journal/ijchm","Emerald","2021-01-31"
"2564","International Journal of Crowd Science","https://www.emeraldgrouppublishing.com/journal/ijcs","Emerald","2021-01-31"
"2565","International Journal of Culture, Tourism and Hospitality Research","https://www.emeraldgrouppublishing.com/journal/ijcthr","Emerald","2021-01-31"
"2566","International Journal of Development Issues","https://www.emeraldgrouppublishing.com/journal/ijdi","Emerald","2021-01-31"
"2567","International Journal of Disaster Resilience in the Built Environment","https://www.emeraldgrouppublishing.com/journal/ijdrbe","Emerald","2021-01-31"
"2568","International Journal of Disruptive Innovation in Government","https://www.emeraldgrouppublishing.com/journal/ijdig","Emerald","2021-01-31"
"2569","International Journal of Educational Management","https://www.emeraldgrouppublishing.com/journal/ijem","Emerald","2021-01-31"
"2570","International Journal of Emergency Services","https://www.emeraldgrouppublishing.com/journal/ijes","Emerald","2021-01-31"
"2571","International Journal of Emerging Markets","https://www.emeraldgrouppublishing.com/journal/ijoem","Emerald","2021-01-31"
"2572","International Journal of Energy Sector Management","https://www.emeraldgrouppublishing.com/journal/ijesm","Emerald","2021-01-31"
"2573","International Journal of Entrepreneurial Behavior & Research","https://www.emeraldgrouppublishing.com/journal/ijebr","Emerald","2021-01-31"
"2574","International Journal of Ethics and Systems","https://www.emeraldgrouppublishing.com/journal/ijoes","Emerald","2021-01-31"
"2575","International Journal of Event and Festival Management","https://www.emeraldgrouppublishing.com/journal/ijefm","Emerald","2021-01-31"
"2576","International Journal of Excellence in Government","https://www.emeraldgrouppublishing.com/journal/ijeg","Emerald","2021-01-31"
"2577","International Journal of Future Government","https://www.emeraldgrouppublishing.com/journal/ijfg","Emerald","2021-01-31"
"2578","International Journal of Gender and Entrepreneurship","https://www.emeraldgrouppublishing.com/journal/ijge","Emerald","2021-01-31"
"2579","International Journal of Health Care Quality Assurance","https://www.emeraldgrouppublishing.com/journal/ijhcqa","Emerald","2021-01-31"
"2580","International Journal of Health Governance","https://www.emeraldgrouppublishing.com/journal/ijhg","Emerald","2021-01-31"
"2581","International Journal of Housing Markets and Analysis","https://www.emeraldgrouppublishing.com/journal/ijhma","Emerald","2021-01-31"
"2582","International Journal of Human Rights in Healthcare","https://www.emeraldgrouppublishing.com/journal/ijhrh","Emerald","2021-01-31"
"2583","International Journal of Information and Learning Technology","https://www.emeraldgrouppublishing.com/journal/ijilt","Emerald","2021-01-31"
"2584","International Journal of Innovation Science","https://www.emeraldgrouppublishing.com/journal/ijis","Emerald","2021-01-31"
"2585","International Journal of Intelligent Computing and Cybernetics","https://www.emeraldgrouppublishing.com/journal/ijicc","Emerald","2021-01-31"
"2586","International Journal of Intelligent Unmanned Systems","https://www.emeraldgrouppublishing.com/journal/ijius","Emerald","2021-01-31"
"2587","International Journal of Islamic and Middle Eastern Finance and Management","https://www.emeraldgrouppublishing.com/journal/imefm","Emerald","2021-01-31"
"2588","International Journal of Law and Management","https://www.emeraldgrouppublishing.com/journal/ijlma","Emerald","2021-01-31"
"2589","International Journal of Lean Six Sigma","https://www.emeraldgrouppublishing.com/journal/ijlss","Emerald","2021-01-31"
"2590","International Journal of Logistics Management","https://www.emeraldgrouppublishing.com/journal/ijlm","Emerald","2021-01-31"
"2591","International Journal of Managerial Finance","https://www.emeraldgrouppublishing.com/journal/ijmf","Emerald","2021-01-31"
