"","publisher","journal","role","editor","affiliation","url","date"
"23","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Wei-Lan Yeh","Assistant Professor, Institute of New Drug Development,
College of Biopharmaceutical and Food Sciences, Taiwan. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"24","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Vijayakumar R. Kakade","Postdoctoral Associate, Present Nephrology, Yale School of Medicine, New Haven, Connecticut, USA. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"25","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Giuseppina CAGGIANO","Department of Biomedical Sciences, University of Bari, Italy. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"26","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Xiaobo Liu","School of Biological Sciences, University of Hong Kong, Hong Kong. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"27","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Alireza Heidari","Faculty of Chemistry, California South University, Irvine, California, USA ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"28","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr Juliana Antonipillai","Lecturer, ECDF, School of Health and Biomedical Sciences, RMIT University, BUNDOORA, Australia. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"29","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Leandro Bueno Bergantin","Researcher, (FAPESP) Universidade Federal de Sao Paulo - UNIFESP/EPM, Brazil. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"30","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Abbas Amini","Assistant professor, Australian College of ACK and Western, Sydney University, Australia. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"31","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Namita Kumari","Research Assistant Professor, Department of Medicine, Howard University, Washington DC, USA ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"32","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Sridevi Pingali","Associate Professor, Sri Venkateshwara college of pharmacy, Affiliated to Osmania University, Hyderabad, India. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"33","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Sarvajeet Singh Gill","Assistant Professor of Biotechnology, Stress Physiology &amp; Molecular Biology Lab, Centre for Biotechnology, Faculty of Life Sciences, MD University, Rohtak , INDIA ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"34","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Sandeep Kumar Kar","Assistant Professor, Institute of Post Graduate Medical Education And Research (IPGMER) KOLKATA, India. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"35","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","Dr. Amit Mishra","Assistant Professor, Indian Institutes of Technology (IIT), Jodhpur, India. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"36","Allied Academies","Journal of Biochemistry and Biotechnology","Editor","G. Sai Sailesh Kumar","Assistant Professor, DMWayanad Instituteof Medical Sciences (DMWIMS), Kerala University of Health sciences (KUHS), India. ","https://www.alliedacademies.org/journal-biochemistry-biotechnology/editors.php",2021-05-19
"37","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Scott Guozhong XING","Scientist and Vice-Chancellor Fellow Research on Spintronic at University of Pennsylvania (USA) and University of New South Wales (Australia), ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"38","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Manik Lal Saha","PhD, Research Associate, University of Utah, USA ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"39","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","David Alique","Assistant Professor, Energy and Chemical Engineering Department, University Rey Juan Carlos,Spain ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"40","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Reza Javaherdashti","Director of Parscorrosion Consultants, Australia. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"41","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","D. Sri Maha Vishnu","Visiting Scientist, Materials Chemistry Group, Department of Materials Science and Metallurgy, University of Cambridge, United Kingdom ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"42","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Demeter Tzeli","Researcher, at the Theoretical and Physical Chemistry Institute, National Hellenic Research Foundation, Athens, Greece. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"43","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Simone Cagno","Researcher, Belgian Nuclear Research Centre, Radiochemistry group, Mol, Belgium ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"44","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Gyorgy Keglevich","Head of the Department of Organic Chemical Technology,Budapest University of Technology and Economics, Budapest, Hungary ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"45","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Byun, Hun-Soo","Professor at Department of Chemical and Biomolecular Engineering, Chonnam National University, Republic of KOREA ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"46","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Abdullah Almansour","Assistant Research Professor, Petroleum and Natural Gas Engineering Centre, King Abdulaziz City for Science and Technology, Saudi Arabia ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"47","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Eliezer Fernando Oliveira","Postdoctoral Researcher - Gleb Wataghin Institute of Physics (IFGW), University of Campinas (UNICAMP)/Campinas SP/Brazil ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"48","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Georgy G. Kagramanov","Professor of Membrane Technology Chair, Russia ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"49","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Eddy Ruidiaz Munoz","Researcher in Reservoir Engineer, Brazil ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"50","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Guan Renguo","Professor, Northeastern University, Shenyang, China ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"51","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Iurii Sharikov","Professor, Saint Petersburg Mining University, Russia ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"52","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Run-Cang Sun","Director, Beijing Key Laboratory of Lignocellulosic Chemistry, College of Materials Science and Technology,
Beijing Forestry University, Beijing,China ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"53","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Rufat Abiev","Professor, St.Petersburg State Institute of Technology, Russia ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"54","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Hui Li","Associate Professor and the Associate Director in the Institute of Biological and Environmental Engineering at Hunan Academy of Forestry, China. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"55","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","V. G. Kochetkov","Assistant at the department ""Chemical technology of polymers and industrial ecology"", Russia ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"56","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Hongyu Liu","Associate Professor, School of Chemical Engineering and Pharmaceutics, Henan University of Science and Technology, Luoyang, China ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"57","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Qing You","Associate Professor, School of Energy Resources, China University of Geosciences (Beijing), China ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"58","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Gozdem Kilaz","Chief Scientist for the Air Transport Institute for Environmental Sustainability (AirTIES), Turkey ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"59","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Pei Li","Professor, College of Materials Science and Technology, Beijing University of Chemical Technology, China ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"60","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Miroslaw Kwiatkowski","D.Sc, Faculty of Energy and Fuels, AGH University of Science and Technology, Krakow, Poland ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"61","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Fikri Erdem Sesen","Metallurgical and Materials Engineering Department, Istanbul Technical University, Turkey ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"62","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Kommula Dileep","Research Associate , Division of Medicinal chemistry and Pharmacology, Indian Institute of Chemical Technology, Tarnaka, Hyderabad-500007, Telangana, India. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"63","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Akhilesh Kumar Singh","Assistant Professor, Mechanical Engineering Department, Sasi Institute of Technology &amp; Engineering, Tadepalligudem, Andhra Pradesh, India ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"64","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Aref Shokri","Young Researchers and Elite Club, Arak Branch, Islamic Azad University, Arak, Iran. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"65","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Mandana Adeli","Assistant Professor,School of Metallurgy &amp; Materials Engineering, Iran University of Science and Technology (IUST), Narmak, Tehran, Iran ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"66","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Puyan Bakhshi","Reservoir Engineer at the Department of Petroleum Engineering, National Iranian South Oil Company, Iran. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"67","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Hossein Tavakol","Professor in Chemistry, Isfahan University of Technology (IUT), Isfahan, Iran. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"68","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Javad Karimi-Sabet","Assistant Professor of Chemical Engineering, Material and Nuclear Fuel Research School (MNFRS), Nuclear Science and Technology Research Institute, Tehran, Iran. ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"69","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Massoud Kaykhaii","Professor, Department of Chemistry, Faculty of Sciences, University of Sistan &amp; Baluchestan, University Boulevard, Zahedan, Iran ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"70","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Asmita Sengupta","Professor of Physics, Department of Physics, Visva-Bharati, Santiniketan, India ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"71","Allied Academies","Journal of Chemical Technology and Applications","Editorial Board","Praveen Kumar Sharma","Associate professor in the Department of Chemistry, Lovely Professional University, Punjab, India ","https://www.alliedacademies.org/journal-chemical-technology-applications/editors.php",2021-05-19
"72","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor-in-chief","Chong S. Yuan","Chong S. Yuan
Co-founder and Managing Director
Diazyme Laboratories, San Diego, CA,
USA. ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"73","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Dr. Thrimurtulu Neetipalli","Thrimurtulu Neetipalli
Harvard University
Department of Chemistry and Chemical Biology
Boston, MA, USA-02138 ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"74","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Kexin Liu","Department of Clinical Pharmacology, College of Pharmacy, Dalian Medical University, China ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"75","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Hanganu Daniela","Associate professor, Department of Pharmacognosy, Faculty of Pharmacy, University of Medicine and Pharmacy Cluj-Napoca, Romania ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"76","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Abbas Amini","Assistant Professor, Center for Infrastructure Engineering Western Sydney University, Australia ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"77","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Massoud Kaykhaii","Professor, Department of Chemistry, Faculty of Sciences, University of Sistan &amp; Baluchestan, University Boulevard, Iran. ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"78","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Dr. Munawar hussain","Senior scientist, Institute of Clinical and Experimental Transfusion Medicine, Ederhard Karl University, Tuebingen University, Germany ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"79","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Yusuf Tutar","Professor, University of Health Sciences, Mektebi Tibbiyeyi Sahane, Istanbul-TURKEY ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"80","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Anetor John Ibhagbemien.","Professor, Department of Chemical Pathology,College of Medicine, University of Ibadan,Nigeria ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"81","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Dr. Kamal M. Matar","Associate Professor, Department of Pharmacology &amp; Therapeutics, Faculty of Pharmacy, Kuwait University,Kuwait ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"82","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Dr.Gurudeeban Selvaraj","Assistant Professor ,Centre of Food Science and Technology, School of Chemical Engineering and Enviornment, Henan University of Technology, Zhengzhou, China ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"83","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Heba Shaaban","Department of Pharmaceutical Chemistry, College of Clinical Pharmacy, University of Dammam, Dammam ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"84","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Ahmed Amin Ali","Assistant Professor of clinical pharmacy in Kafrelsheikh University, Egypt. ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"85","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Mohaddese Mahboubi","Scientist in Barij Essence Pharmaceutical Company, Iran ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"86","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Amit Kumar Srivastava","Associate Professor, Department of Biotechnology, Indian Institute of Technology Roorkee, Uttarakhand, India. ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"87","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Zhou Zhidong","Associate Clinician Scientist &amp; Assistant Professor in National Neuroscience Institute of Singapore. ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"88","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Editor","Dr.Srikanth Cheemalapati","Head of the Department for Analytical R &amp; D, Novitium Labs Private Limited, Chennai ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"89","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Reviewer","Suryakant Swain","Associate Professor-cum-Head,Department of Pharmaceutics, Southern Institute of Medical Sciences,
College of Pharmacy, SIMS Group of Institutions, Andhra Pradesh, INDIA. ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"90","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Reviewer","Dr. Meivelu Moovendhan","Post Doctoral research associate, Annamalai University, Tamil Nadu, India ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"91","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Reviewer","Valeria Angela Pozzoli","Faculty of Engineering of the University of Buenos Aires, Argentina ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"92","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Reviewer","Jing Wang","Lecturer, School of Environmental and Material Engineering, Yantai University, China ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"93","Allied Academies","Journal of Clinical and Bioanalytical Chemistry","Reviewer","Jorge Ignacio Gonzalez Borroto","Pharmacovigilance Officer &amp; Nonclinical Toxicology Expert, Scientific Area, Ferrer Internacional S.A, Barcelona, Spain ","https://www.alliedacademies.org/clinical-and-bioanalytical-chemistry/editors.php",2021-05-19
"94","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Tiezheng Tong","Colorado State University, US ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"95","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Wenjie Cao","SABIC Technology Center, Saudi Arabia ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"96","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Subramanyan Vasudevan","CSIR-Central Electrochemical Research Institute, India ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"97","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Aziz Habibi-Yangjeh","University of Mohaghegh Ardabili, Iran ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"98","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Syed A. A. Rizvi","Nova Southeastern	University, US ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"99","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Anyun Zhang","Zhejiang University, P.R. China ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"100","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Mohamed Abdel Moneim Deyab","Egyptian Petroleum Research Institute Cairo, Egypt ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"101","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Ho Soon Min","INTI International University, Malaysia ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"102","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Chang-Sik Ha","Pusan National University, Korea ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"103","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Chih-Yu Chang","Feng Chia University, Taiwan ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"104","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Liuwei Jiang","Jordi Labs LLC, US ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"105","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Saravanan Rajendran","University of Chile, Chile ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"106","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Mohamed Said AttiaMoustafa","Ain Shams University, Egypt ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"107","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Mane Rahul Maruti","Shivaji University, India ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"108","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Andris Zicmanis","University of Latvia, Latvia ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"109","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Alireza Heidari","California South University, US ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
"110","Allied Academies","Journal of Industrial and Environmental Chemistry","EDITORIAL BOARD MEMBER","Massoud Kaykhaii","University of Sistan and Baluchestan, Iran ","https://www.alliedacademies.org/journal-industrial-environmental-chemistry/editors.php",2021-05-19
