publisher	journal	issn	role	editor	orcid	affiliation	url	date
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Martin Haspelmath	0000-0003-2100-8493	Max Planck Institute for the Science of Human History	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	C.-T. James Huang	NA	Harvard University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Larry M. Hyman	NA	University of California, Berkeley	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Christine Lamarre	0000-0003-1831-1328	Institut National des Langues et Civilisations Orientales	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Richard K. Larson	NA	Stony Brook University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Paul Jen-kuei Li	NA	Academia Sinica	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Chinfa Lien	NA	National Tsing Hua University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Ian Maddieson	NA	University of New Mexico	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Kikuo Maekawa	NA	The National Institute for Japanese Language and Linguistics	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Alec Marantz	NA	New York University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	James A. Matisoff	NA	University of California, Berkeley	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	James Myers	NA	National Chung Cheng University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Mamoru Saito	NA	Nanzan University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Rint Sybesma	NA	Leiden University	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language and Linguistics | 語言暨語言學	1606-822X	Editorial Board	Pei-chuan Wei	NA	Academia Sinica	https://benjamins.com/catalog/lali	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editors	Xuanwei Peng	NA	Shenzhen University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editors	Geoff Williams	NA	Shenzhen University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Associate Editors	Nana Jin	NA	Shenzhen University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Associate Editors	Jin Wang	NA	Shenzhen University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Wendy L. Bowcher	0000-0001-7698-6169	Sun Yat-sen University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	David G. Butt	0000-0002-5708-9160	Macquarie University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Cecilia Colombi	NA	University of California at Davis	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Michael J. Cummings	NA	York University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Y. J. Doran	0000-0002-3611-5702	Australian Catholic University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Yan Fang	NA	Tsinghua University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Zhihui Fang	NA	University of Florida	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Lise Fontaine	NA	Cardiff University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Sheena Gardner	0000-0003-1924-5270	Coventry University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Ruth Harman	0000-0001-9827-3135	University of Georgia	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Guowen Huang	NA	South China Agricultural University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Rosemary Huisman	NA	University of Sydney	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Annabelle Lukin	0000-0003-1023-7207	Macquarie University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	J.R. Martin	NA	University of Sydney	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Christian M.I.M. Matthiessen	0000-0003-0247-5723	Hong Kong Polytechnic University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Donna R. Miller	0000-0002-3422-1595	University of Bologna	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Federico Navarro	0000-0001-9131-3245	Universidad de O’Higgins	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Teresa Oteíza	0000-0001-7500-0767	Pontificia Universidad Católica de Chile	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Mary J. Schleppegrell	NA	University of Michigan	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Erich Steiner	NA	Saarbrucken University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Maite Taboada	NA	Simon Fraser University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Paul J. Thibault	NA	Agder University College	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Zhenhua Wang	NA	Shanghai Jiaotong University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Delu Zhang	NA	Tongji University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Context and Text | The Social Semiotics Forum	2589-7233	Editorial Board	Yongsheng Zhu	NA	Fudan University	https://benjamins.com/catalog/langct	2022-01-20
John Benjamins	Language, Culture and Society	NA	General Editors	Alfonso Del Percio	0000-0003-4986-9009	University College London, UK	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	General Editors	Patricia Baquedano-López	0000-0002-6507-0646	University of California, Berkeley, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	General Editors	Miguel Pérez-Milans	0000-0001-6421-5180	University College London, UK	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	General Editors	Cécile B. Vigouroux	0000-0002-3713-8682	Simon Fraser University, Canada	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Consulting Editor	Li Wei	0000-0002-2015-7262	University College London, UK	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Ana Deumert	0000-0002-0199-8955	University of Cape Town, South Africa	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Susan Gal	0000-0003-1160-6502	University of Chicago, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	William F. Hanks	NA	University of California, Berkeley, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Adam Jaworski	0000-0002-9194-5725	University of Hong Kong, Hong Kong	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Claire Kramsch	0000-0003-3456-099X	University of California, Berkeley, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Salikoko S. Mufwene	0000-0002-8942-2626	University of Chicago, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Ben Rampton	0000-0002-2437-1944	King's College, London, UK	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	John R. Rickford	NA	Stanford University, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Advisory Board	Kathryn A. Woolard	NA	University of California, San Diego, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Alexandre Duchêne	NA	University of Fribourg, Switzerland	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Alexandra Georgakopoulou	0000-0002-0440-6628	King's College, London, UK	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Zhu Hua	0000-0003-1500-3047	University of Birmingham, UK	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Angel M.Y. Lin	NA	University of Hong Kong, Hong Kong	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Lian Malai Madsen	0000-0002-2384-5933	University of Copenhagen, Denmark	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Stephen May	0000-0002-4490-5093	University of Auckland, New Zealand	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Luisa Martín Rojo	0000-0003-2462-1955	Autonomous University of Madrid, Spain	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Tommaso M. Milani	0000-0002-7237-5501	University of Gothenburg, Sweden &amp; University of the Witwatersrand, South Africa	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Joan Pujolar Cos	0000-0003-0324-6033	Open University of Catalonia, Spain	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Culture and Society	NA	Editorial Board	Bonnie Urciuoli	0000-0002-4901-4572	Hamilton College, Clinton NY, USA	https://benjamins.com/catalog/lcs	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editors	Sandra Benazzo	NA	Université Paris 8	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editors	Marianne Gullberg	0000-0002-3589-9605	Lund University	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editors	Henriëtte Hendriks	0000-0001-9420-6816	University of Cambridge	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editors	Georges Daniel Véronique	NA	Université d'Aix-Marseille	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Co-editor	Marion Blondel	NA	CNRS - Université Paris 8	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Assistant Editor	Dana Cohen	NA	Université Paris 8	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Founding Editor	Maya Hickmann †	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Anne E. Baker	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Dominique Bassano-Bonhommo	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Sandra Benazzo	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Marion Blondel	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Jean-Marc Colletta	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Christine Dimroth	0000-0003-0483-7839	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Cyrille Granget	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Jonas Granfeldt	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Peter Griggs	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Marianne Gullberg	0000-0002-3589-9605	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Henriëtte Hendriks	0000-0001-9420-6816	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Monique Lambert	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Gary Morgan	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Aliyah Morgenstern	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Aslı Özyürek	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Rebekah Rast	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Fabian Santiago	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Ludovica Serratrice	0000-0001-5141-6186	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Krister Schönström	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Gale Stam	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Elin Thordardottir	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Edy Veneziano	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Georges Daniel Véronique	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Marzena Watorek	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Sophie Wauquier	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Editorial Board	Elizabeth Zetterholm	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Inge Bartning	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Ruth A. Berman	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Giuliano Bernini	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	David Birdsong	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Geneviève Calbris	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Deborah Chen Pichler	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Soonja Choi	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Eve V. Clark	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Jacques Cosnier	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Christian Cuxac	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Ulrich Dausendschön-Gay	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Wolfgang U. Dressler	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Michel Fayol	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Paul van Geert	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Susan Goldin-Meadow	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Harriet Jisa	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Michèle Kail	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Adam Kendon	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Wolfgang Klein	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	David McNeill	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Brian MacWhinney	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Rachel I. Mayberry	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Richard P. Meier	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Carmen Muñoz	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Elena Nicoladis	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Colette Noyau	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Simona Pekarek Doehler	0000-0002-3592-5076	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Judy Reilly	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	David Singleton	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Dan I. Slobin	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Christiane von Stutterheim	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Laurice Tuller	NA	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Language, Interaction and Acquisition | Langage, Interaction et Acquisition	1879-7865	Advisory Board	Virginia Volterra	0000-0003-3018-9951	NA	https://benjamins.com/catalog/lia	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editors	Marie-Aude Lefer	NA	UCLouvain, Belgium	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editors	Barbara De Cock	0000-0001-6968-3880	UCLouvain, Belgium	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Assistant	Laura A. de S. Penha-Marion	0000-0003-0645-8613	UCLouvain, Belgium	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Karin Aijmer	NA	Göteborg University, Sweden	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Silvia Bernardini	0000-0003-0750-4861	University of Bologna at Forlì, Italy	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Bart Defrancq	0000-0003-0296-0438	Ghent University, Belgium	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	James Dickins	0000-0003-0665-4825	University of Leeds, UK	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Signe Oksefjell Ebeling	NA	University of Oslo, Norway	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Thomas Egan	NA	Inland Norway University of Applied Sciences, Norway	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Giannoula Giannoulopoulou	NA	University of Athens, Greece	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	María de los Ángeles Gómez González	0000-0003-0575-8550	University of Santiago de Compostela, Spain	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Sylviane Granger	0000-0002-0047-2142	UCLouvain, Belgium	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Hilde Hasselgård	0000-0001-7764-0469	University of Oslo, Norway	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Ekaterina Lapshinova-Koltunski	0000-0002-5618-8087	Universität des Saarlandes, Germany	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Diana M. Lewis	0000-0002-6834-0103	Aix-Marseille Université, France	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Markéta Malá	0000-0003-3611-8433	Charles University in Prague, Czech Republic	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Josep Marco	0000-0002-0277-3889	University Jaume I Castellon, Spain	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Rosa Rabadán	0000-0002-9269-2942	University of León, Spain	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Ljiljana Šarić	0000-0003-4373-9182	University of Oslo, Norway	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Elke Teich	0000-0002-9936-7173	Saarland University, Germany	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Wai Lan Tsang	0000-0001-8461-5413	University of Hong Kong, China	https://benjamins.com/catalog/lic	2022-01-20
John Benjamins	Languages in Contrast | International Journal for Contrastive Linguistics	1387-6759	Editorial Board	Åke Viberg	0000-0002-8446-0316	Uppsala University, Sweden	https://benjamins.com/catalog/lic	2022-01-20
