editor	role	affiliation	journal	issn	publisher	url	date	orcid
Michael S. Diamond	Editorial Board	Washington University School of Medicine St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Shou-Wei Ding	Editorial Board	University of California, Riverside Riverside, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sabine Ehrt	Editorial Board	Weill Cornell Medical College New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christian Engwerda	Editorial Board	QIMR Berghofer Brisbane, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ana Fernandez-Sesma	Editorial Board	Mount Sinai School of Medicine New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Erik K. Flemington	Editorial Board	Tulane University New Orleans, LA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
JoAnne Flynn	Editorial Board	University of Pittsburgh School of Medicine Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ron A.M. Fouchier	Editorial Board	Erasmus Medical Center Rotterdam, The Netherlands	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Klaus Früh	Editorial Board	Oregon Health and Sciences University Beaverton, OR, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sarah Gaffen	Editorial Board	University of Pittsburg Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Shou-Jiang Gao	Editorial Board	UPMC Hillman Cancer Center Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Adolfo Garcia-Sastre	Editorial Board	Mount Sinai School of Medicine New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Alexander E. Gorbalenya	Editorial Board	Leiden University Leiden, Netherlands	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Urs Greber	Editorial Board	University of Zurich Zurich, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Hui-Shan Guo	Editorial Board	Chinese Academy of Sciences Beijing, China	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Mark Heise	Editorial Board	University of North Carolina At Chapel Hill Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Thomas J. Hope	Editorial Board	Northwestern University Chicago, IL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Horn	Editorial Board	University of Dundee Dundee, Scotland, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
James Kazura	Editorial Board	Case Western Reserve University School of Medicine Cleveland, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kami Kim	Editorial Board	University of South Florida Tampa, FL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Richard Koup	Editorial Board	National Institutes of Health, National Institute of Allergy and Infectious Diseases Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Adam Lauring	Editorial Board	University of Michigan Ann Arbor, MI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Benhur Lee	Editorial Board	Mount Sinai Hospital New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Xiaorong Lin	Editorial Board	University of Georgia Athens, GA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
P'ng Loke	Editorial Board	New York University New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Carolina Lopez	Editorial Board	Washington University School of Medicine St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Guangxiang “George” Luo	Editorial Board	University of Alabama at Birmingham School of Medicine Birmingham, AL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Wenbo Ma	Editorial Board	University of California, Riverside Riverside, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Neil A. Mabbott	Editorial Board	Roslin Institute and Royal (Dick) School of Veterinary Studies University of Edinburgh Edinburgh, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Alison McBride	Editorial Board	National Institute of Allergy and Infectious Diseases Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Denise Monack	Editorial Board	Stanford University School of Medicine Stanford, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Karl Münger	Editorial Board	Tufts University School of Medicine Boston, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Peter D. Nagy	Editorial Board	University of Kentucky Lexington, KY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Xavier Nassif	Editorial Board	University Paris Descartes Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jing-hsiung James Ou	Editorial Board	University of Southern California Los Angeles, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Edward Pearce	Editorial Board	Max Planck Institute of Immunobiology and Epigenetics Freiburg, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Andrew Pekosz	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Margaret Phillips	Editorial Board	University of Texas Southwestern Medical Center Dallas, TX, USA 	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Eleanor M. Riley	Editorial Board	The Roslin Institute, University of Edinburgh Edinburgh, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Susan R. Ross	Editorial Board	University of Illinois, College of Medicine Chicago, IL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Craig R. Roy	Editorial Board	Yale University New Haven, CT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Sacks	Editorial Board	National Institutes of Health, National Institute of Allergy and Infectious Diseases Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nina Salama	Editorial Board	Fred Hutchinson Cancer Research Center Seattle, WA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Karla J.F. Satchell	Editorial Board	Northwestern University, Feinberg School of Medicine Evanston, IL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Shin-Ru Shih	Editorial Board	Chang Gung University Taoyuan, Taiwan	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Skurnik	Editorial Board	University Paris-Descartes Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Dominique Soldati-Favre	Editorial Board	University of Geneva Geneva, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Xin-zhuan Su	Editorial Board	National Institutes of Health, National Institute of Allergy and Infectious Diseases Rockville, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kanta Subbarao	Editorial Board	The Peter Doherty Institute for Infection and Immunity Melbourne, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christoph Tang	Editorial Board	University of Oxford, Sir William Dunn School of Pathology Oxford, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Bart Thomma	Editorial Board	University of Cologne Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Guy Tran Van Nhieu	Editorial Board	École normale supérieure Paris-Saclay Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Volker Thiel	Editorial Board	University of Bern Bern, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Alexandra Trkola	Editorial Board	University Hospital Zürich Zürich, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Raphael Valdivia	Editorial Board	Duke University Medical Center Durham, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Marco Vignuzzi	Editorial Board	Institut Pasteur Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Wang	Editorial Board	Washington University St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Michael Wessels	Editorial Board	Harvard Medical School Cambridge, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
 	Editorial Board	"Opinions Editors 
   Jeffrey Dvorin 
    Harvard Medical School Boston, MA, USA"	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Thomas E. Morrison	Editorial Board	University of Colorado, Anschultz Medical Campus Aurora, CO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
June Round	Editorial Board	University of Utah Salt Lake City, UT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Aaron Mitchell	Editorial Board	Senior Reviews Editor University of Georgia Athens, GA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
James Bliska	Editorial Board	Geisel School of Medicine at Dartmouth Hanover, NH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Antje Blumenthal	Editorial Board	The University of Queensland Diamantina Institute Brisbane, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christoph Dehio	Editorial Board	University of Basel Basel, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
N. Luisa Hiller	Editorial Board	Carnegie Mellon University Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Julia Oh	Editorial Board	The Jackson Laboratory Farmington, CT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Chaoyang Xue	Editorial Board	Rutgers New Jersey Medical School Newark, NJ, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Salomé LeibundGut-Landmann	Editorial Board	University of Zürich Zürich, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Chetan Chitnis	Editorial Board	Institut Pasteur Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Björn Kafsack	Editorial Board	Weill Cornell Medical College New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
James B. Lok	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Rachel Fearns	Editorial Board	Boston University School of Medicine Boston, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Tom Hobman	Editorial Board	University of Alberta Edmonton, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Seema Lakdawala	Editorial Board	University of Pittsburgh Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Helen Lazear	Editorial Board	University of North Carolina At Chapel Hill Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kenneth Stapleford	Editorial Board	NYU School of Medicine New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Xiaofeng Wang	Editorial Board	Virginia Polytechnic Institute and State University Blacksburg, VA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Craig Wilen	Editorial Board	Yale School of Medicine New Haven, CT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Joseph Heitman	Editorial Board	Senior Pearls Editor Duke University Medical Center Durham, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Anuradha Chowdhary	Editorial Board	Vallabhbhai Patel Chest Institute Delhi, India	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Deborah Hogan	Editorial Board	Geisel School of Medicine at Dartmouth Hanover, NH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Mary Ann Jabra-Rizk	Editorial Board	University of Maryland Baltimore, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Don Sheppard	Editorial Board	McGill University Montreal, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jörn Coers	Editorial Board	Duke University Medical Center Durham, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kimberly Kline	Editorial Board	Nanyang Technological University Singapore	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
John Leong	Editorial Board	Tufts University Medford, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Neal Silverman	Editorial Board	University of Massachusetts Medical School Worcester, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Matt Evans	Editorial Board	Mount Sinai School of Medicine New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Felicia Goodrum	Editorial Board	University of Arizona Tucson, AZ, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Leo James	Editorial Board	University of Cambridge Cambridge, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Wendy Maury	Editorial Board	University of Iowa Iowa City, IA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Andy Mehle	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Rosa Lozano-Durán	Editorial Board	University of Tübingen Tübingen, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Cathryn Haigh	Editorial Board	National Institute of Health Hamilton, MT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Dan Jarosz	Editorial Board	Stanford University Stanford, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Laura J. Knoll	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Audrey Odom John	Editorial Board	Washington University School of Medicine St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Laurie Read	Editorial Board	University at Buffalo Buffalo, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Raul Andino	Editorial Board	Section EditorEvolutionary virology	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
François Balloux	Editorial Board	Section EditorEvolutionary biology	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Aaron Mitchell	Editorial Board	Section EditorMycology	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Denise Monack	Editorial Board	Section EditorBacteriology	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Xin-zhuan Su	Editorial Board	Section EditorParasitology	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Bart Thomma	Editorial Board	Section EditorPlant Pathogens	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Wang	Editorial Board	Section EditorVirology	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jason Bartz	Editorial Board	Creighton University Medical School Omaha, NE, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Surachai Supattapone	Editorial Board	Geisel School of Medicine at Dartmouth Hanover, NH, USA 	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Charles Bangham	Editorial Board	Imperial College London London, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Bryan R. Cullen	Editorial Board	Duke University Medical Center Durham, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ronald C. Desrosiers	Editorial Board	University of Miami Miller School of Medicine Miami, FL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Katie Doores	Editorial Board	King's College London London, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Daniel Douek	Editorial Board	National Institutes of Health, National Institute of Allergy and Infectious Diseases Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David T. Evans	Editorial Board	University of Wisconsin, Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Welkin Johnson	Editorial Board	Boston College, Boston Boston, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Hans-Georg Kräusslich	Editorial Board	Universität Heidelberg Heidelberg, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jeffrey D. Lifson	Editorial Board	Frederick National Laboratory Frederick, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Florence Margottin-Goguet	Editorial Board	Cochin Institute, INSERM Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Guido Silvestri	Editorial Board	Emory University Atlanta, GA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ronald Swanstrom	Editorial Board	University of North Carolina, Chapel Hill Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Gilda Tachedjian	Editorial Board	Burnet Institute Melbourne, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Andreas J. Baumler	Editorial Board	University of California, Davis Davis, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Steven R. Blanke	Editorial Board	University of Illinois Urbana, IL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Igor Brodsky	Editorial Board	University of Pennsylvania, School of Veterinary Medicine Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jenifer Coburn	Editorial Board	Medical College of Wisconsin Milwaukee, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Isabelle Derré	Editorial Board	University of Virginia School of Medicine Charlottesville, VA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nuno M.S. dos Santos	Editorial Board	University of Porto Porto, Portugal	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Simon Dove	Editorial Board	Boston Children's Hospital and Harvard Boston, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sophie Helaine	Editorial Board	Harvard Medical School Boston, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Theresa Koehler	Editorial Board	University of Texas-Houston Medical School Houston, TX, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
