publisher	journal	issn	role	editor	affiliation	url	date
American Society of Civil Engineers	Journal of Aerospace Engineering	NA	Aerospace Division Executive Committee	Patrick R. McCormick	CTA Liaison	https://ascelibrary.org/page/jaeeez/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Aerospace Engineering	NA	Aerospace Division Executive Committee	James Neckel	Staff Administrator	https://ascelibrary.org/page/jaeeez/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editor	Ali M. Memari	Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Steven Ayer	Arizona State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Michele Barbato	University of California, Davis	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Melissa Bilec	University of Pittsburgh	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Nathan Brown	Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Kristen Cetin	Michigan State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Jason Charalambides	Avant Garde Engineering, LLC	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Bryan Franz	University of Florida	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Jose M. Pinto Duarte	Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Mohammad Heidarinejad	Illinois Institute of Technology	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Daniel Hindman	Virginia Tech	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Simi Hoque	Drexel University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Lisa Domenica Iulo	Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Costa Kapsis	University of Waterloo	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Iason Konstantzos	University of Nebraska–Lincoln	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Michael D. Lepech	Stanford University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Katherine A. Liapi	University of Patras	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Judy Liu	Oregon State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Ricardo Medina	Simpson, Gumpertz &amp; Heger	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Richard G. Mistrick	The Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Atefeh Mohammadpour	Purdue University Fort Wayne	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Stephen Morse	Michigan Technological University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Kristen Parrish	Arizona State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Shiling Pei	Colorado School of Mines	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Sophie Pennetier	Enclos	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	David Prevatt	University of Florida	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Issa Ramaji	Roger Williams University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Georg Reichard	Virginia Tech	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Samad Sepasgozar	University of New South Wales, Sydney	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Jennifer Eisenhauer Tanner	University of Wyoming	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Fitsum Tariku	British Columbia Institute of Technology (BCIT)	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Dan Tran	University of Kansas	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Michelle C. Vigeant	The Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Jonathan Weigand	National Institute of Standards and Technology	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Associate Editors	Ioannis Zisis	Florida International University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Richard A. Behr	Florida Gulf Coast University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	David Fowler	University of Texas	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Tara Hutchinson	University of California, San Diego	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Moncef Krarti	University of Colorado, Boulder	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Andres Lepage	The University of Kansas	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Chris P. Pantelides	The University of Utah	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Kevin Parfitt	The Pennsylvania State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Ece Erdogmus Skourup	University of Nebraska – Omaha	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Matt Syal	Michigan State University	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Clarence E. Waters	University of Nebraska	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	Editorial Board	Farzin Zareian	University of California, Irvine	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Leigh P. Harrison	President	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Scott D. Campbell	Past President	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Chris Raebel	President-Elect	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Leffi Cewe-Malloy	Member	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Andrea Reynolds	Member	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Wil V. Srubar III	Member	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Travis St. Louis	Member	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Andrew J. Yosten	Member	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Architectural Engineering	NA	 Architectural Engineering Institute Board of Governors	Joanna Zhang	Member	https://ascelibrary.org/page/jaeied/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Editor	Jon E. Zufelt	HDR Inc.	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Ali Arabzadeh	Iowa State University	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Steven F. Daly	ERDC/CRREL	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Guy Doré	Université Laval	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Robert Ettema	Colorado State University	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Thomas G. Krzewinski	Golder Associates, Inc.	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Jenny Liu	Missouri University of Science and Technology	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Zhen (Leo) Liu	Michigan Technological University	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Sivan Parameswaran	National Research Council, Canada	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Zhaohui Joey Yang	University of Alaska-Anchorage	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Associate Editors	Xiong Zhang	Missouri University of Science and Technology	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Cold Regions Engineering Division	Edward Yarmak	Chair	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Cold Regions Engineering Division	Jeremiah Drage	Vice Chair	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Cold Regions Engineering Division	Amy Christen Thorson	Past-Chair	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Cold Regions Engineering Division	David J. Prusak	Secretary	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Cold Regions Engineering	NA	Cold Regions Engineering Division	Robert Damien Lisi	Member	https://ascelibrary.org/page/jcrgei/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editor	Chung-Li Tseng	UNSW Sydney, Australia	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Viorel Badescu	Polytechnic University of Bucharest, Romania (ALT, STO, INF, OTH)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Subhash Bhatia	Universiti Sains Malaysia (FOS, COM, STO)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Seth Blumsack	The Pennsylvania State University (ESP, INF, SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Jie Cai	University of Oklahoma (INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Paolo Carlucci	University of Salento, Italy (COM)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Leonardo P. Chamorro	University of Illinois at Urbana-Champaign (ALT, STO)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Tsang-Jung Chang	National Taiwan University (ALT, SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Yihsu Chen	University of California at Santa Cruz (ESP, SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Yu-Bin Chen	National Tsing Hua University (INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Jiyong Eom	Korea Advanced Institute of Science and Technology (ESP,SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Alper Erturk	Georgia Institute of Technology (STO)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Evangelos G. Giakoumis	National Technical University of Athens, Greece (COM, ALT)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Arif Hepbasli	Yaşar University, Turkey (ALT, STO, INF, SUS, OTH)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Guiping Hu	Iowa State University (ESP, SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Yu Jing	University of New South Wales, Sydney, Australia (FOS, SEE)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	George Kosmadakis	"National Center of Scientific Research ""Demokritos"", Greece (COM, ALT)"	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Dimitrios C. Kyritsis	Khalif University of Science, Technology and Research, UAE (FOS, COM)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Nizar Lajnef	Michigan State University (STO, INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Andrew Lu Liu	Purdue University (ESP, ALT)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Ronald D. Neufeld	University of Pittsburgh (SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Constantine D. Rakopoulos	National Technical University of Athens, Greece (FOS, COM)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Dimitrios C. Rakopoulos	Centre for Research &amp; Technology Hellas, Greece (FOS, COM)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Jeffrey Scruggs	University of Michigan (STO, ALT, INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Afzal Siddiqui	University College London, UK, Stockholm University, Sweden (ESP, ALT, INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Ramteen Sioshansi	The Ohio State University (ESP, ALT, INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Rao Surampalli	Global Institute for Energy, Environment and Sustainability (SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Chung-Jen Tseng	National Central University,Taiwan (STO)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Thanos Tzempelikos	Purdue University (INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Lizhi Wang	Iowa State University (ESP, ALT, INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Qin Wang	Electric Power Research Institute (ESP, ALT)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Fushuan Wen	Zhejiang University, China (ESP, ALT)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Rafal Weron	Wrocław University of Technology, Poland (ESP, ALT, INF)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Fuh-Gwo Yuan	North Carolina State University (INF, STO)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Associate Editors	Radu Zmeureanu	Concordia University (ALT, INF, SUS)	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Vassilios Agelidis	Technical University of Denmark	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Eddie Anderson	University of Sydney, Australia	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Qun Chen	Tsinghua University, China	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Shuo-Yan Chou	National Taiwan University of Science and Technology	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Yiping Dai	Xi’an Jiaotong University, China	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Joe Dong	UNSW Sydney, Australia	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Audeen Fentiman	Purdue University	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Benjamin Hobbs	The Johns Hopkins University	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Steven A. Gabriel	University of Maryland	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	George Gross	University of Illinois at Urbana-Champaign	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Hilary I. Inyang	China University of Mining and Technology, China / University of Gondar, Ethiopia	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Andrew Kusiak	University of Iowa	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Yiannis A. Levendis	Northeastern University	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Heather MacLean	University of Toronto, Canada	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
American Society of Civil Engineers	Journal of Energy Engineering	NA	Editorial Board	Reinhard Madlener	RWTH Aachen University	https://ascelibrary.org/page/jleed9/editorialboard	2022-01-04
