editor	role	affiliation	journal	issn	publisher	url	date	orcid
George Davey Smith	Editorial Board	University of Bristol, Bristol United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Louisa Degenhardt	Editorial Board	National Drug &amp; Alcohol Research Centre, University of New South Wales, Sydney Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Claudia Denkinger	Editorial Board	University Hospital Heidelberg Germany	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Matthias Egger	Editorial Board	Institute of Social and Preventive Medicine, University of Bern, Bern Switzerland	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Raquel Gardner	Editorial Board	University of California, San Francisco United States	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Paul Garner	Editorial Board	Liverpool School of Tropical Medicine, Liverpool United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Elvin Geng	Editorial Board	Washington University in St. Louis  St. Louis, MO, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Jeremy Goldhaber-Fiebert	Editorial Board	Stanford University School of Medicine  Stanford, CA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Rebecca Grais	Editorial Board	Medicines Sans Frontieres, Paris France	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Yuming Guo	Editorial Board	School of Public Health &amp; Preventive Medicine, Monash University, Melbourne Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Charlotte Hanlon	Editorial Board	Addis Ababa University, Addis Ababa Ethiopia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Elizabeth G. Hanna	Editorial Board	Australian National University Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Tom Huizinga	Editorial Board	Leiden University Medical Centre, Leiden Netherlands	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Fumiaki Imamura	Editorial Board	University of Cambridge, Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Weiping Jia	Editorial Board	Shanghai Jiao Tong University School of Medicine China	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Ricky Johnstone	Editorial Board	Peter MacCallum Cancer Centre, Victoria Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Aaron Kesselheim	Editorial Board	Harvard Medical School Boston, MA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Mirjam Kretzschmar	Editorial Board	University Medical Center, Utrecht The Netherlands	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Margaret Kruk	Editorial Board	Harvard T.H. Chan School of Public Health Boston, MA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Claudia Langenberg	Editorial Board	University of Cambridge, Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Nicola Low	Editorial Board	Institute of Social and Preventive Medicine, University of Bern, Bern Switzerland	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Ronald Ma	Editorial Board	Chinese University of Hong Kong, Hong Kong China	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Elaine Mardis	Editorial Board	Nationwide Children's Hospital Institute for Genomic Medicine, and The Ohio State University Columbus, OH, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Clara Menéndez	Editorial Board	Barcelona Institute for Global Health (ISGlobal), Barcelona Spain	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
David Menon	Editorial Board	University of Cambridge Department of Medicine, Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Megan Murray	Editorial Board	Harvard School of Public Health Boston, MA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Jenny Myers 	Editorial Board	University of Manchester, Manchester United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Marie-Louise Newell	Editorial Board	University of Southampton, Southampton United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Christelle Nguyen	Editorial Board	Université Paris Descartes, Paris France	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Madhukar Pai	Editorial Board	McGill University, Montreal Canada	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Vikram Patel	Editorial Board	London School of Hygiene and Tropical Medicine, London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
David Peiris	Editorial Board	University of Sydney, Sydney Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Lars Ake Persson	Editorial Board	London School of Hygiene &amp; Tropical Medicine, London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Barry Popkin	Editorial Board	Carolina Population Center, University of North Carolina at Chapel Hill Chapel Hill, NC, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Kazem Rahimi	Editorial Board	University of Oxford, Oxford United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Don Redelmeier	Editorial Board	Sunnybrook Research Institute, Toronto Canada	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Giuseppe Remuzzi	Editorial Board	Mario Negri Institute for Pharmacological Research, Bergamo Italy	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Sydney Rosen	Editorial Board	Boston University Boston, MA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Perminder Sachdev	Editorial Board	Centre for Healthy Brain Ageing, University of New South Wales Sydney, Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Martin Schreiber	Editorial Board	Oregon Health and Science University Portland, OR, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Steve Shapiro	Editorial Board	University of Pittsburgh Pittsburgh, PA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Aziz Sheikh	Editorial Board	University of Edinburgh, Edinburgh United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Amit Singal	Editorial Board	University of Texas Southwestern Medical Center Dallas, TX, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Gordon Smith	Editorial Board	University of Cambridge, Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Zirui Song	Editorial Board	Massachusetts General Hospital Boston, MA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Sarah Stock	Editorial Board	University of Edinburgh, Edinburgh United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Amitabh Suthar	Editorial Board	Centers for Disease Control and Prevention Atlanta, GA, USAAmitabh Bipin Suthar is serving in his personal capacity. The views expressed are his own and do not necessarily represent the views of the Centers for Disease Control and Prevention or the United States Government	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Maarten Taal	Editorial Board	Royal Derby Hospital, Derby United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Mark Tomlinson	Editorial Board	Stellenbosch University, Matieland South Africa	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Madeleine Thomson	Editorial Board	Wellcome Trust, London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Alexander C. Tsai	Editorial Board	Massachusetts General Hospital and Harvard Medical School Boston, MA, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
James Tumwine	Editorial Board	Makarere University, Kampala Uganda	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Jean-Louis Vincent	Editorial Board	Erasme University Hospital, Brussels Belgium	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Lorenz von Seidlein	Editorial Board	Mahidol University, Bangkok Thailand	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Nicholas J White	Editorial Board	Mahidol University, Bangkok Thailand	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Joshua Willey	Editorial Board	Columbia University New York, NY, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Wei Zheng	Editorial Board	Vanderbilt University School of Medicine Nashville, TN, USA	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Laurent Billot	Editorial Board	The George Institute for International Health, Sydney Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Xiaochen Dai	Editorial Board	University of Washington United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Hakim-Moulay Dehbi	Editorial Board	University College London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Stephen Burgess	Editorial Board	University of Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Nikos Demiris	Editorial Board	Cambridge Clinical Trials Centre, University of Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Michael Dewey	Editorial Board	King's College London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Karla Diaz-Ordaz	Editorial Board	London School of Hygiene and Tropical Medicine, London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Jessie Edwards	Editorial Board	University of North Carolina at Chapel Hill, Chapel Hill, NC United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Leigh Fisher	Editorial Board	Fred Hutchinson Cancer Research Center United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Peter Flom	Editorial Board	Freelance Statistician New York, United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Apostolos Gkatzionis	Editorial Board	University of Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Andrew Grant	Editorial Board	University of Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Hong Xiao	Editorial Board	Fred Hutchinson Cancer Research Center United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Zoe Kelson	Editorial Board	Freelance Statistician United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Justin Lessler	Editorial Board	Johns Hopkins University United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Qiang Li	Editorial Board	The George Institute for International Health, Sydney Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Gilbert Lim	Editorial Board	EYE ACP, Duke-NUS Medical School Singapore	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Amy Mason	Editorial Board	University of Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Fiona Matthews	Editorial Board	MRC Biostatistics Unit, Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Alex McConnachie	Editorial Board	University of Glasgow United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Zoe Moodie	Editorial Board	Fred Hutchinson Cancer Research Center United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Andrew Roddam	Editorial Board	Worldwide Epidemiology, GlaxoSmithKline United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Kris Rogers	Editorial Board	The George Institute for International Health, Sydney Australia	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Ewout Steyerberg	Editorial Board	Erasmus MC, Rotterdam The Netherlands	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Jingshu Wang	Editorial Board	The University of Chicago United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Yanzhong Wang	Editorial Board	King's College London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
James Wason	Editorial Board	MRC Biostatistics Unit, Cambridge United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Robin Young	Editorial Board	University of Glasgow United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Xinyu Zhang	Editorial Board	Yale School of Medicine United States of America	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
Verena Zuber	Editorial Board	Imperial College London United Kingdom	PLOS Medicine	1549-1277	PLOS	https://journals.plos.org/plosmedicine/s/editorial-board	2022-01-18	NA
