publisher	journal	issn	role	editor	affiliation	url	date
Copernicus Publications	Advances in Statistical Climatology, Meteorology and Oceanography (ASCMO)	2364-3579	Associate editors	Francis Zwiers	University of Victoria, Canada	https://www.advances-statistical-climatology-meteorology-oceanography.net/editorial_board.html	2022-04-21
Copernicus Publications	Advances in Statistical Climatology, Meteorology and Oceanography (ASCMO)	2364-3579	Advisory board	Montse Fuentes	Virginia Commonwealth University Dean of the College of Humanities and Sciences, United States	https://www.advances-statistical-climatology-meteorology-oceanography.net/editorial_board.html	2022-04-21
Copernicus Publications	Advances in Statistical Climatology, Meteorology and Oceanography (ASCMO)	2364-3579	Advisory board	Peter Guttorp	University of Washington Professor of Statistics, United States	https://www.advances-statistical-climatology-meteorology-oceanography.net/editorial_board.html	2022-04-21
Copernicus Publications	Advances in Statistical Climatology, Meteorology and Oceanography (ASCMO)	2364-3579	Advisory board	Michael Stein	University of Chicago Ralph and Mary Otis Isham Professor of Statistics, United States	https://www.advances-statistical-climatology-meteorology-oceanography.net/editorial_board.html	2022-04-21
Copernicus Publications	Advances in Statistical Climatology, Meteorology and Oceanography (ASCMO)	2364-3579	Advisory board	David Stephenson	University of Exeter, United Kingdom	https://www.advances-statistical-climatology-meteorology-oceanography.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Editors-in-chief	Ioannis A. Daglis	National and Kapodistrian University of Athens Department of Physics, Greece	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Editors-in-chief	Christoph Jacobi	University of Leipzig Institute for Meteorology Upper Atmosphere, Germany	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Editors-in-chief	Ingrid Mann	UiT the Arctic University of Norway Department of Physics and Technology, Norway	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Georgios Balasis	National Observatory of Athens Institute for Astronomy, Astrophysics, Space Applications and Remote Sensing, Greece	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Dominique Bockelee-Morvan	CNRS/ Observatoire de Paris LESIA, France	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Dalia Buresova	Institute of Atmospheric Physics, CAS Ionosphere and Aeronomy, Czech Republic	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Ioannis A. Daglis	National and Kapodistrian University of Athens Department of Physics, Greece	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Johan De Keyser	Royal Belgian Institute for Space Aeronomy Space Physics, Belgium	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Ana G. Elias	Universidad Nacional de Tucuman (UNT) Facultad de Ciencias Exactas y Tecnología, Argentina	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Bernard Foing	ILEWG EuroMoonMars & Leiden/VUA, ESA ESTEC EuroMoonMars, Netherlands	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Theodore Giannaros	National Observatory of Athens Institute of Environmental Research and Sustainable Development, Greece	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Matina Gkioulidou	Johns Hopkins University, Applied Physics Laboratory (JHU/APL), United States	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Margit Haberreiter	PMOD/WRC Radiometrie, Switzerland	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Keisuke Hosokawa	University of Electro-Communications, Japan	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Christoph Jacobi	University of Leipzig Institute for Meteorology Upper Atmosphere, Germany	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Andrew J. Kavanagh	British Antarctic Survey, United Kingdom	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Wen Li	Boston University, United States	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Huixin Liu	Kyushu University Department of Earth and Planetary Sciences, Japan	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Vincent Maget	ONERA Department Physics Instrumentation Environment spacE, France	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Ingrid Mann	UiT the Arctic University of Norway Department of Physics and Technology, Norway	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Steve Milan	University of Leicester Department of Physics and Astronomy, United Kingdom	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Anna Milillo	National Institute of Astrophysics Institute for Space Astrophysics and Planetology, Italy	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Yoshizumi Miyoshi	Nagoya University Institute for Space-Earth Environmental Research, Japan	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Christopher Mouikis	University of New Hampshire EOS Space Science Center, United States	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Tadashi Mukai	Kobe University, Japan	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Minna Palmroth	University of Helsinki also at: Finnish Meteorological Institute, Finland	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Ernesto Palomba	Italy	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Igo Paulino	Universidade Federal de Campina Grande Department of Physics, Brazil	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Petr Pisoft	Charles University Faculty of Mathematics and Physics Department of Atmospheric Physics, Czech Republic	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Jonathan Rae	Northumbria University, United Kingdom	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Elias Roussos	Max Planck Institute for Solar System Research (MPS), Germany	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Marc Salzmann	University of Leipzig Leipzig Institute for Meteorology, Germany	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Nick Sergis	Office of Space Research and Technology Academy of Athens Office for Space Research and Technology, Greece	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Gunter Stober	University Bern Institute of Applied Physics Microwave Physics, Switzerland	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Kleomenis Tsiganis	Aristotle University of Thessaloniki Department of Physics, Greece	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Maria Usanova		https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Stephanie C. Werner	CEED, University of Oslo Centre for Earth Evolution and Dynamics, Norway	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Annales Geophysicae (ANGEO)	0992-7689	Topical editors	Peter Wurz	Universität Bern Physikalisches Institut Space Science and Planetology, Switzerland	https://www.annales-geophysicae.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Advisory board members	Meinrat O. Andreae	Max Planck Institute for Chemistry, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Advisory board members	Daniel McKenna	Oak Ridge National Laboratory Graduate Education and University Partnerships, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Advisory board members	Stuart A. Penkett	University of East Anglia School of Environmental Sciences, United Kingdom	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Advisory board members	Veerabdhadran Ramanathan	Scripps Institute of Oceanography, UCSD Center for Atmospheric Sciences, Center for Clouds, Chemistry and Climate, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Chief-executive editor	Ulrich Pöschl	Max Planck Institute for Chemistry Multiphase Chemistry Department, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Executive editors	Ken Carslaw	University of Leeds School of Earth and Environment Institute for Climate and Atmospheric Science, United Kingdom	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Executive editors	Barbara Ervens	Université Clermont Auvergne Institut de Chimie de Clermont Ferrand Equipe Biometa, France	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Executive editors	Thomas Koop	Bielefeld University Faculty of Chemistry, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	James Allan	The University of Manchester School of Earth and Environmental Science SEES, United Kingdom	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Yafang Cheng	Max Planck Institute for Chemistry Minerva Research Group, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Timothy Garrett	University of Utah Department of Meteorology, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Peter Haynes	University of Cambridge Applied Mathematics and Theoretical Physics, United Kingdom	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Andreas Hofzumahaus	Forschungszentrum Jülich Institute of Energy and Climate Research: IEK-8 Troposphere, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Maria Kanakidou	University of Crete Environmental Chemical Processes Laboratory Department of Chemistry, Greece	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Martina Krämer	Research Center Jülich Institute for Energy and Climate Research 7: Stratosphere (IEK-7), Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Rolf Müller	Forschungszentrum Jülich GmbH IEK-7, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Senior editors	Gabriele Stiller	Karlsruhe Institute of Technology Institut für Meteorologie und Klimaforschung (IMK-ASF), Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Zhibin		https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Ilse Aben	SRON Netherlands Institute for Space Research Earth, Netherlands	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	James Allan	The University of Manchester School of Earth and Environmental Science SEES, United Kingdom	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Katye Altieri	University of Cape Town Oceanography, South Africa	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Markus Ammann	Paul Scherrer Institute Laboratory of Environmental Chemistry, Switzerland	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Roya Bahreini	U. of California- Riverside Environmental Sciences, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Yves Balkanski	Institut Pierre Simon Laplace Laboratoire des Sciences du Climat et de l'Environnement, France	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Urs Baltensperger	Paul Scherrer Institute Laboratory of Atmospheric Chemistry, Switzerland	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Kelley Barsanti	University of California Riverside Chemical & Environmental Engineering, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Thorsten Bartels-Rausch	Paul Scherrer Institut (PSI), Switzerland	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Thomas Berkemeier	Max Planck Institute for Chemistry Multiphase Chemistry Department, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Allan Bertram	University of British Columbia Chemistry, Canada	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Timothy Bertram	University of Wisconsin Atmospheric Sciences Chemistry, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Jerome Brioude	Universite de la Reunion LACy, France	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Steven Brown	NOAA Chemical Sciences Division, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Eleanor Browne	Univeristy of Colorado Boulder Chemistry, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Susannah Burrows	Pacific Northwest National Laboratory Atmospheric Sciences and Global Change, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Tim Butler	Institute for Advanced Sustainability Studies, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Samara Carbone	Federal University of Uberlandia Agrarian Sciences Institute Environmental and Sanitary Engineering an, Brazil	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Arthur Chan	University of Toronto Chemical Engineering and Applied Chemistry, Canada	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Abhishek Chatterjee	NASA JPL, Caltech Earth Science, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Qi Chen	Peking University College of Environmental Sciences and Engineering, China	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Yafang Cheng	Max Planck Institute for Chemistry Minerva Research Group, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Joachim Curtius	Goethe University Frankfurt Institute for Atmospheric und Environmental Sciences, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Martin Dameris	DLR Oberpfaffenhofen Institute for Physics of the Atmosphere, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Ashu Dastoor	Environment Canada Science and Technology Branch, Canada	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Frank Dentener	European Commission, Joint Research Centre Directorate Sustainable Resources, Italy	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Aijun Ding	Nanjing University Institute for Climate and Global Change Research School of Atmospheric Sciences, China	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Aurélien Dommergue	Univ Grenoble Alpes Institut des Géosciences de l'Environnement Atmospheric chemistry, France	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Manvendra Krishna Dubey	Los Alamos National Laboratory Earth Systems Observations (EES-14), United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Bryan N. Duncan	NASA Goddard Space Flight Center Atmospheric Chemistry and Dynamics Branch, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Ralf Ebinghaus	Helmholtz-Zentrum Hereon Institute of Coastal Environmental Chemistry, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Andreas Engel	Goethe University Frankfurt Institute for Atmospheric and Environmental Sciences, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Maria Cristina Facchini	National Research Council (CNR) Institute of Atmospheric Sciences and Climate (ISAC), Italy	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Suvarna Fadnavis	Indian Institute of Tropical Meteorology,India Center for Climate Change Research, India	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Graham Feingold	NOAA Chemical Sciences Laboratory, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Joshua Fu	University of Tennessee Civil and Environmental Engineering, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Bernd Funke	Instituto de Astrofísica de Andalucía (CSIC) Glorieta de la Astronomía, Spain	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Stefano Galmarini	JRC Institute for Environment and Sustainability, Italy	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Anita Ganesan	University of Bristol, United Kingdom	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Rebecca Garland	University of Pretoria, South Africa	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Timothy Garrett	University of Utah Department of Meteorology, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Jeffrey Geddes	Boston University Boston University Earth and Environment, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Drew Gentner	Yale University, United States	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Evangelos Gerasopoulos	National Observatory of Athens Institute for Environmental Research and Sustainable Development, Greece	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
Copernicus Publications	Atmospheric Chemistry and Physics (ACP)	1680-7316	Editors	Christoph Gerbig	Max Planck Institute for Biogeochemistry Biogeochemical systems, Germany	https://www.atmospheric-chemistry-and-physics.net/editorial_board.html	2022-04-21
