editor	role	affiliation	journal	issn	publisher	url	date	orcid
Amy Weinmann  	Editorial Board	University of Alabama at Birmingham, USA Cell fate decisions during development, lineage-specifying transcription factors, metabolism, T cell differentiation	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Simon Hughes 	Editorial Board	King's College, London, UK Muscle fibres, muscle patterning, somite assembly, tracking cell processes in vivo	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Konrad Basler  	Editorial Board	University of Zurich, Switzerland Signaling pathways in development, Wnt, Hh, TGFbeta, TNF	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Caroline Hill 	Editorial Board	Advisory Board MemberThe Francis Crick Institute, UK Growth factors, TGF-beta, cancer, development	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
François Schweisguth	Editorial Board	Institut Pasteur, France Notch signaling, asymmetric cell division, epithelial polarity and morphogenesis, cell fate decisions, developmental patterning, Drosophila cell and developmental processes	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Ursula Jakob  	Editorial Board	University of Michigan, USA Bacterial response to oxidative stress; redox regulation and the role of oxidative stress in host defense and aging	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Joshua Brickman 	Editorial Board	University of Copenhagen, Denmark Early embryonic development, stem cells, differentiation, transcription	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Christa Bücker  	Editorial Board	Max Perutz Labs, Vienna, Austria Stem cell biology (early embryonic development, pluripotent stem cell states, cell fate transitions, differentiation, transcription, enhancers) and gene expression regulation (enhancers, PolII transcription, chromatin dynamics, transcription factors)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Catarina Homem	Editorial Board	CEDOC / NOVA Medical School, Lisbon, Portugal Neurogenesis, neurodevelopment, stem cells, neural stem cells, stem cell metabolism, Drosophila metabolism, Drosophila endocrinology and physiology, cancer metabolism, cell growth, cell fate decisions, asymmetric cell division	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Bon-Kyoung Koo	Editorial Board	Austrian Academy of Sciences, Vienna, Austria Mouse genetics - development, cancer genetics, organogenesis, tissue homeostasis, Notch and Wnt signaling pathways, ubiquitination; organoids, intestinal and gastric adult tissue stem cells, adult and pluripotent stem cells; development of genetic tools for lineage tracing and advanced genetic engineering, CRISPR/Cas9 technology (also: cancer modeling, single cell RNA sequencing)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Madeline Lancaster	Editorial Board	University of Cambridge, UK Organoids, developmental neurobiology, neural stem cells, neural differentiation, brain evolution	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Sally Lowell	Editorial Board	University of Edinburgh, UK Stem cell biology, pluripotent cells, early mouse embryonic development (also: vertebrate developmental biology, biology of regeneration)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Tom Rando 	Editorial Board	Stanford University, USA Muscle cell and stem cell biology, aging, Wnt and Notch signaling, muscular dystrophy, tissue regeneration, tissue engineering	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Kate Storey	Editorial Board	University of Dundee, UK Neural differentiation, embryonic stem cells, FGF, retinoic acid	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Yukiko Yamashita	Editorial Board	Massachusetts Institute of Technology, USA<U+200B> Adult stem cells, stem cell niche, spindle orientation, polarity, asymmetric stem cell division, germ cells	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Judith Campisi	Editorial Board	Buck Institute for Research on Aging, USA Cancer, aging, cell senescence, inflammation	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Jennifer Garrison	Editorial Board	Buck Institute, USA Neuromodulators, neuropeptide signaling, aging, imaging, genetics, C. elegans, mouse	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Thomas Kirkwood	Editorial Board	Newcastle University, UK Mechanisms of cellular aging, evolution and genetics of aging, caloric restriction, mathematical biology, biological standardization	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Heidi Tissenbaum	Editorial Board	University of Massachusetts Medical School, USA Aging, insulin, IGF1, lifespan, fat storage, forkhead transcription factor DAF-16	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Fernanda Ceriani	Editorial Board	Fundación Instituto Leloir, Argentina Drosophila circadian clocks, circadian control of behavior, neuronal structural plasticity (also: use of C. elegans, Drosophila, invertebrate models for mechanisms of neurodegeneration and aging)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Samer Hattar 	Editorial Board	NIMH, USA Light, circadian rhythms, sleep; light detection in mammalian retina	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Achim Kramer	Editorial Board	Charité­–Universitätsmedizin Berlin, Germany Mammalian circadian rhythms, post-translational regulation, circadian clock in the olfactory system and immune system, chronobiology, (also: sleep)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Peter Becker	Editorial Board	Advisory Board MemberAdolf Butenandt Institute, Ludwig-Maximilians University, Germany Chromatin dynamics, nucleosome remodeling, transcription, Drosophila dosage compensation, epigenetics	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Jeff Coller	Editorial Board	Johns Hopkins University, USA<U+200B> RNA Biology, mRNA translation, mRNA stability, RNA processing	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Wendy Gilbert	Editorial Board	Massachusetts Institute of Technology, USA Translational control, ribosomes, RNA modifications (also: RNA Biology)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Petra Hajkova  	Editorial Board	MRC London Institute of Medical Sciences, UK Epigenetic reprogramming and chromatin remodeling in the developing mouse germ line and in the mouse zygote; DNA modifications, chromatin assembly/disassembly and underlying histone dynamics (also: early mammalian development and pluripotency)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
James Kadonaga	Editorial Board	University of California, San Diego, USA RNA polymerase II-mediated transcription, chromatin dynamics, promoter elements, ribosome biogenesis, chromatin assembly process, nucleosomes	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
René Ketting 	Editorial Board	IMB, Mainz, Germany Non-coding RNAs, piRNA and siRNA biology, zebrafish and C. elegans, gene regulation, general germ cell development and early embryogenesis	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Eros Lazzerini-Denchi 	Editorial Board	National Cancer Institute, USA Telomere biology, genomic instability, DNA damage/repair, chromosome structure, replication	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Tom Misteli	Editorial Board	Advisory Board MemberNational Cancer Institute, USA Chromatin, nuclear architecture, epigenetics, splicing, imaging	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Phil Zamore	Editorial Board	University of Massachusetts Medical School, USA miRNAs, siRNAs, piRNAs	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Scott Keeney	Editorial Board	Memorial Sloan Kettering Cancer Center, USA Meiosis, recombination (using following tools - genetics, biochemistry, cytology, and genomics/bioinformatics), DNA repair, chromosome structure, topoisomerases, chromatin structure, DNA replication (also: gametogenesis, chromosome segregation, cell cycle)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Tanya Paull	Editorial Board	The University of Texas at Austin, USA DNA damage response, checkpoint activation, DNA double-strand breaks, oxidative stress signaling, protein kinases and signaling	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Agata Smogorzewska	Editorial Board	Rockefeller University, USA DNA repair (also: telomeres, human genetics)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Heather Christofk	Editorial Board	University of California, Los Angeles, USA Cancer metabolism, viral metabolism, metabolomics, stem cell metabolism, signaling pathway regulation of metabolism	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Giovanni D’Angelo 	Editorial Board	Swiss Federal Institute of Technology Lausanne (EPFL), Switzerland Biosynthetic pathways, glycosphingolipids, membrane trafficking, lipid biology (also: imaging mass spectrometry and organoids biology)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Alex Gould	Editorial Board	The Francis Crick Institute, UK Drosophila – metabolism, development, lifespan, physiology, endocrinology, developmental neurobiology (also: cancer metabolism, metabolomics, neural stem cells, cell signaling, cell competition)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Rebecca Haeusler	Editorial Board	Columbia University, USA Metabolic diseases, energy metabolism, bile acid metabolism, lipoproteins, diabetes, insulin resistance and signaling, obesity, cardiovascular diseases, atherosclerosis	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Gökhan Hotamisligil  	Editorial Board	Harvard School of Public Health, USA Energy metabolism and metabolic homeostasis, interactions between metabolism and immune response, metabolic diseases (e.g. obesity, diabetes), adipocyte differentiation and function, lipid nutrient biology	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Jason Locasale	Editorial Board	Duke University School of Medicine, USA Structure and function of metabolic networks in health and pathology, cancer metabolism, metabolic control of chromatin state and epigenetics, metabolomics, computational approaches to understanding metabolic networks	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Susanne Mandrup  	Editorial Board	University of Southern Denmark, Denmark Metabolism, transcriptional regulation of metabolism in adipocytes and pancreatic beta-cells, adipocyte differentiation, lineage commitment of human mesenchymal stem cells, acyl-CoA binding protein (ACBP)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Nicole Soranzo	Editorial Board	The Wellcome Trust Sanger Institute, UK Human complex trait genomics and genetics, cardiometabolic diseases (e.g. coronary artery disease and type 2 diabetes)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Mary Teruel	Editorial Board	Weill Cornell Medical College, Cornell University, USA Systems biology of cell differentiation; adipogenesis and osteogenesis; microscopy/imaging and mass spec tools; fluorescent probe development; quantitative biology; biological oscillations (such as circadian rhythms, hormonal signals, cell cycle), cell-to-cell variation/noise/heterogeneity; proteomics; understanding how feedback, noise, and the timing of oscillatory inputs critically control cell-fate decisions in the context of obesity, diabetes, cancer, aging, and tissue regeneration; insulin resistance (also: computational modeling)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Rong Tian	Editorial Board	University of Washington, USA Energy metabolism, cardiovascular disease, mitochondrial dysfunction, metabolic signaling, NMR	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Tania De Koning-Ward  	Editorial Board	Deakin University, Australia Malaria, host-pathogen interactions, pathogenesis and protein trafficking, virulence mechanisms and immunity to human and animal model pathogens	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Michael Duffy	Editorial Board	University of Melbourne, AustraliaPlasmodium biology, malaria, antigenic variation, chromatin structure, epigenetics, transcription, nuclear biology (also: other parasites, serology of infectious disease, Illumina sequencing based projects)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Kami Kim	Editorial Board	University of South Florida, USA Infectious diseases, parasitology, especially Apicomplexan parasites (Plasmodium, Toxoplasma, Cryptosporidium), host-pathogen interactions including bacteria, fungi, parasites; systems biology; epigenetics	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
André Schneider	Editorial Board	University of Bern, Switzerland Mitochondrial biogenesis in Trypanosoma brucei, mitochondrial tRNA and protein import, mitochondrial biogenesis; organelles in parasitic protist	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Boris Striepen	Editorial Board	University of Pennsylvania, USA Protozoan parasites, parasite chloroplast, drug development, Apicomplexa, Toxoplasma	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Gary Ward	Editorial Board	University of Vermont, USA Toxoplasma, host cell invasion, parasite multiplication and host cell lysis, apicomplexan parasites	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Masahito Ikawa	Editorial Board	Osaka University, Japan Mammalian reproductive systems, sperm and male fertility, spermatogenesis, sperm function, fertilization, oocyte activation	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Polina Lishko 	Editorial Board	University of California, Berkeley, USA Reproductive physiology of mammalian fertilization, human sperm cells and sperm ion channels, sperm motility and male infertility, ovarian aging; calcium channels, ligand-gated ion channels, proton channels; mitochondria	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Rocio Rivera	Editorial Board	University of Missouri, USA Mammalian reproductive biology, epigenetics, superovulation, fertility and aging	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Carmen Williams 	Editorial Board	NIEHS, USA Physiology of mammalian fertilization, human sperm cells and sperm ion channels	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Mariana Wolfner	Editorial Board	Cornell University, USA Reproduction, function of seminal fluid proteins, oocyte activation	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Anna Akhmanova	Editorial Board	Utrecht University, Netherlands Organization and dynamics of the microtubule dynamics, microtubule-based organelle transport and motor proteins (kinesins, dyneins), microtubule-based processes in neurons (also: vesicle trafficking, Rab GTPases, cell polarity, migration, mitotic spindle organization)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Fred Hughson	Editorial Board	Princeton University, USA Intracellular trafficking, membrane vesicles, bacterial communication and quorum sensing	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Sophie Martin	Editorial Board	University of Lausanne, Switzerland Cell polarity, cytoskeleton, membrane fusion/trafficking, cell cycle (also: yeast cell biology)	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Maya Schuldiner 	Editorial Board	Weizmann Institute of Science, Israel Yeast systems biology and cell biology, translocation into organelles, protein sorting, membrane contact sites and trafficking	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Anne Simonsen	Editorial Board	University of Oslo, Norway Autophagy, membrane trafficking, endocytosis	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Sharon Tooze  	Editorial Board	The Francis Crick Institute, UK Autophagy, biogenesis of autophagosomes, Atg proteins	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Andrea Cimarelli	Editorial Board	INSERM-CNRS, Université Lyon, France<U+200B> Virology, immunology, retroviruses, interferon, restriction factors, cell biology	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Karla Kirkegaard	Editorial Board	Stanford University School of Medicine, USA Virology, genetic susceptibility to infectious disease, autophagy, long noncoding RNAs	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Sarah Rowland-Jones	Editorial Board	Advisory Board MemberWeatherall Institute of Molecular Medicine, University of Oxford, UK Immunity to virus infection, immune response, HIV, vaccines	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Bill Sugden	Editorial Board	University of Wisconsin–Madison, USA EBV, Burkitts lymphoma, herpesvirus, mononucleosis, B cell lymphomas, LMP1 gene, cellular unfolded protein response, autophagy in B-cells, EBNA1, oriP, viral replication	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Pedro Jordano	Editorial Board	Estación Biológica de Doñana, CSIC, Spain Biodiversity, integrative ecology, ecological interactions and systems (e.g. mutualistic networks between plants, pollinators and seed dispersers), evolutionary ecology, population genetics, theoretical ecology	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Michel Loreau	Editorial Board	Advisory Board MemberTheoretical and Experimental Ecology Station, CNRS &amp; Paul Sabatier University, Moulis, France Biodiversity, ecosystem functioning, ecology, evolutionary ecology	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Anurag Agrawal	Editorial Board	Cornell University, USA Ecology, evolution, plant–insect interaction, herbivory, community ecology	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Craig Moritz	Editorial Board	Australian National University, Australia Ecology, evolution, molecular markers to infer population processes, habitat changes, faunas, rainforest biota, conservation biology	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Hélène Morlon	Editorial Board	École Normale Supérieure, France Macroevolution, macroecology, community assembly, microbial biogeography, biodiversity, conservation	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Wenying Shou	Editorial Board	Fred Hutchinson Cancer Research Center, USA Quantitative experimental biology, mathematical modeling of biological systems, ecology and evolution in microbial communities, evolution of cooperation and multi-level selection, spatial patterning and self-organization	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Andrew Tanentzap	Editorial Board	University of Cambridge, UK Ecosystem ecology, biogeochemistry, global change, macroecology, biodiversity, plant-animal interactions, conservation, mathematical and statistical modelling, plant ecology, phylogenetics, macroevolution	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
Gail Patricelli 	Editorial Board	University of California, Davis, USA Behavioral ecology, bioacoustics, visuals signals and conservation in birds, reproduction, sexual selection and signaling in birds	PLOS Biology	1544-9173	PLOS	https://journals.plos.org/plosbiology/s/editorial-board	2022-01-18	NA
