editor	role	affiliation	journal	issn	publisher	url	date	orcid
Jason Haugh	Editorial Board	North Carolina State University Raleigh, NC, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ilya Ioshikhes	Editorial Board	University of Ottawa Ottawa, ON, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Natalia Komarova	Editorial Board	University of California, Irvine  Irvine, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Douglas Lauffenburger	Editorial Board	Massachusetts Institute of Technology Cambridge, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Thomas Leitner	Editorial Board	Los Alamos National Laboratory Los Alamos, NM, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jian Ma	Editorial Board	Carnegie Mellon University Pittsburgh, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Daniele Marinazzo	Editorial Board	Ghent University Ghent, Belgium	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Florian Markowetz	Editorial Board	University of Cambridge Cambridge, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alice C. McHardy	Editorial Board	Helmholtz Centre for Infection Research Braunschweig, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ville Mustonen	Editorial Board	Helsinki Institute for Information Technology, University of Helsinki Helsinki, Finland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
William Stafford Noble	Editorial Board	University of Washington Seattle, WA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
James O’Dwyer	Editorial Board	Department of Plant Biology, University of Illinois at Urbana-Champaign Urbana, IL, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Kiran R. Patil	Editorial Board	University of Cambridge Cambridge, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Sushmita Roy	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Thomas Serre	Editorial Board	Brown University Providence, RI, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Erik van Nimwegen	Editorial Board	Biozentrum, University of Basel Basel, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Weixiong Zhang	Editorial Board	Washington University in St. Louis St. Louis, MO, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Manja Marz 	Editorial Board	Friedrich-Schiller-University  Jena, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Mihaela Pertea 	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Dina Schneidman-Duhovny	Editorial Board	The Hebrew University of Jerusalem Jerusalem, Israel	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ernest Fraenkel	Editorial Board	Massachusetts Institute of Technology Cambridge, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Samuel Alizon	Editorial Board	Maladies Infectieuses et Vecteurs: Ecologie, Génétique, Evolution et Contrôle (MiVEGEC) Montpellier, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Bjoern Peters	Editorial Board	La Jolla Institute for Allergy and Immunology La Jolla, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Edwin Wang	Editorial Board	National Research Council Canada and McGill University Montréal, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
B. F. Francis Ouellette	Editorial Board	Montréal Neuro, McGill University Montréal, Québec, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Patricia Palagi	Editorial Board	SIB Swiss Institute of Bioinformatics Lausanne, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Daniel Mietchen	Editorial Board	Museum für Naturkunde Berlin, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Shoshana Wodak	Editorial Board	Vlaamse Institute of Biotechnology, Vrije Universitaet Brussels, Belgium  	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Scott Markel	Editorial Board	Dassault Systèmes BIOVIA San Diego, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Russell Schwartz	Editorial Board	Carnegie Mellon University Pittsburgh, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Woo-Young Ahn	Editorial Board	Seoul National University Seoul, Republic of Korea	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Benjamin Althouse	Editorial Board	Institute for Disease Modeling Bellevue, WA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Rustom Antia	Editorial Board	Emory University Atlanta, GA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Becca Asquith	Editorial Board	Imperial College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ferhat Ay	Editorial Board	La Jolla Institute for Allergy and Immunology La Jolla, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Joseph Ayers	Editorial Board	Northeastern University Nahant, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jeff Beck	Editorial Board	University of Rochester Rochester, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ulrik R. Beierholm	Editorial Board	Durham University Durham, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Hugues Berry	Editorial Board	Inria Lyon, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Gunnar Blohm	Editorial Board	Queen's University Kingston, ON, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Tobias Bollenbach	Editorial Board	Institute for Biological Physics, University of Cologne Cologne, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Elhanan Borenstein	Editorial Board	University of Washington Seattle, WA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
James Briggs	Editorial Board	University of Houston Houston, TX, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Daniel Bush	Editorial Board	University College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Mingbo Cai	Editorial Board	University of Tokyo Tokyo, Japan	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Shi-Jie Chen	Editorial Board	University of Missouri-Columbia Columbia, MO, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Luis Pedro Coelho	Editorial Board	Fudan University Shanghai, China	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Attila Csikász-Nagy	Editorial Board	Pázmány Péter Catholic University Budapest, Hungary King's College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Hermann Cuntz	Editorial Board	Ernst Strüngmann Institute for Neuroscience in Cooperation with Max Planck Society Frankfurt/Main, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jean Daunizeau	Editorial Board	Brain and Spine Institute (INSERM) Paris, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Miles Davenport	Editorial Board	University of New South Wales Sydney, Australia	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Charlotte Deane	Editorial Board	University of Oxford Oxford, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Scott L. Diamond	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Roland Dunbrack	Editorial Board	Fox Chase Cancer Center Philadelphia, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jonathan Eisen	Editorial Board	University of California, Davis  Davis, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Bard Ermentrout	Editorial Board	University of Pittsburgh Pittsburgh, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
James Faeder	Editorial Board	University of Pittsburgh Pittsburgh, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
A. Aldo Faisal	Editorial Board	Imperial College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Elana J. Fertig	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jacquelyn S. Fetrow	Editorial Board	Albright College Reading, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Stacey Finley	Editorial Board	University of Southern California Los Angeles, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jessica Flack	Editorial Board	Sante Fe Institute Sante Fe, NM, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jennifer Flegg	Editorial Board	The University of Melbourne Melbourne, Australia	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Feng Fu	Editorial Board	Dartmouth College Hanover, NH, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
James Gallo	Editorial Board	University at Buffalo Buffalo, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Nir Gov	Editorial Board	Weizmann Institute of Science Rehovot, Israel	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jacopo Grilli	Editorial Board	Qualitative Life Sciences Abdus Salam International Centre for Theoretical Physics Trieste, Italy	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Bert de Groot	Editorial Board	Max Planck Institute for Biophysical Chemistry Göttingen, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Boris S Gutkin	Editorial Board	Department of Cognitive Studies, Ecole Normale Superieure Paris, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Adrian Haith	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Turkan Haliloglu	Editorial Board	Bogazici University Istanbul, Turkey	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Vassily Hatzimanikatis	Editorial Board	École Polytechnique Fédérale de Lausanne Lausanne, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Tobias Hauser	Editorial Board	University College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Carl Herrmann	Editorial Board	University of Heidelberg Heidelberg, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christian Hilbe	Editorial Board	Max Planck Research Group: Dynamics of Social Behavior, Max Planck Institute for Evolutionary Biology Plön, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alison L. Hill	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christian Hong	Editorial Board	University of Cincinnati College of Medicine Cincinnati, OH, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Curtis Huttenhower	Editorial Board	Harvard School of Public Health Boston, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Lilia Iakoucheva	Editorial Board	University of California, San Diego La Jolla, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Leyla Isik	Editorial Board	Massachusetts Institute of Technology Cambridge, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Joanna Jedrzejewska-Szmek	Editorial Board	Laboratory of Neuroinformatics, Nencki Institute of Experimental Biology Warsaw, Poland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Lars Juhl Jensen	Editorial Board	University of Copenhagen Copenhagen, Denmark	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Marcus Kaiser	Editorial Board	Newcastle University Newcastle, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christoph Kaleta	Editorial Board	University in Kiel Kiel, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Maricel Kann	Editorial Board	University of Maryland, Baltimore County Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Rachel Karchin	Editorial Board	Johns Hopkins University Baltimore, MD, USA  	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Peter Kasson  	Editorial Board	University of Virginia Charlottesville, VA, USA  	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alon Keinan	Editorial Board	Cornell University Ithaca, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Melissa Lambeth Kemp	Editorial Board	Wallace H. Coulter Department of Biomedical Engineering, Georgia Institute of Technology &amp; Emory University Atlanta, GA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ozlem Keskin	Editorial Board	Koc University Istanbul, Turkey	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Stefan Kiebel	Editorial Board	Technische Universität Dresden Dresden, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Don Klinkenberg	Editorial Board	Centre for Infectious Disease Control, National Institute for Public Health and the Environment Bilthoven, The Netherlands	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Rachel Kolodny	Editorial Board	Department of Computer Science, University of Haifa Haifa, Israel	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Sergei L. Kosakovsky Pond	Editorial Board	University of California, San Diego San Diego, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Roger Kouyos	Editorial Board	University of Zürich Zürich, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Morgan Langille	Editorial Board	Dalhousie University Halifax, NS, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Peter Latham	Editorial Board	University College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Inna Lavrik	Editorial Board	Otto-von-Guericke-Universität Magdeburg Magdeburg, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christina S. Leslie	Editorial Board	Memorial Sloan-Kettering Cancer Center New York, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jinyan Li	Editorial Board	University of Technology Sydney Sydney, NSW, Australia	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Mingyao Li	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jennifer Listgarten	Editorial Board	University of California Berkeley Berkeley, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Matthieu Louis	Editorial Board	University of California Santa Barbara Santa Barbara, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alexander D. MacKerell, Jr.	Editorial Board	University of Maryland Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Philip K. Maini	Editorial Board	Oxford University Oxford, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Costas D. Maranas	Editorial Board	The Pennsylvania State University University Park, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alison Marsden	Editorial Board	Stanford University Stanford, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
James Marshall	Editorial Board	University of Sheffield/Opteran Technologies Ltd Sheffield, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Andrea E. Martin	Editorial Board	Max Planck Institute for Psycholinguistics/Radboud University Nijmegen, The Netherlands	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Sergei Maslov	Editorial Board	University of Illinois at Urbana-Champaign Urbana, IL, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Chris Mathys	Editorial Board	Interacting Minds Centre (IMC), Aarhus University Aarhus, Denmark	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Andrew McCulloch	Editorial Board	University of California, San Diego La Jolla, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Martin Meier-Schellersheim	Editorial Board	National Institute of Allergy and Infectious Diseases, NIH	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Pedro Mendes	Editorial Board	University of Connecticut School of Medicine Farmington, CT, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Roeland Merks	Editorial Board	Universiteit Leiden Leiden, Netherlands	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Michele Migliore	Editorial Board	Institute of Biophysics, National Research Council Palermo, Italy	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Kathryn Miller-Jensen	Editorial Board	Yale University New Haven, CT, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Yamir Moreno	Editorial Board	University of Zaragoza Zaragoza, Spain	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alexandre V. Morozov	Editorial Board	Rutgers University Piscataway, NJ, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Abigail Morrison	Editorial Board	Research Center Jülich Jülich, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Niranjan Nagarajan	Editorial Board	Genome Institute of Singapore Singapore	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Qing Nie	Editorial Board	University of California, Irvine Irvine, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alexey Onufriev	Editorial Board	Virginia Polytechnic Institute and State University Blacksburg, VA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christine Orengo	Editorial Board	University College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christos A. Ouzounis	Editorial Board	The Centre for Research and Technology Hellas Thessalonica, Greece	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
