"","publisher","journal","role","editor","affiliation","url","date"
"51","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Howard A Palley, PhD","Department of Social Policy  University of Maryland, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"52","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Bruce A Stevens, PhD","Department of Ageing and Practical Theology Charles Sturt University, Australia","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"53","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Harvey L Sterns, PhD","","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"54","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Ladislav Volicer, MD, PhD","Department of Aging Studies  University of South Florida, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"55","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Lin Zhan, PhD ","Department of Nursing University of Memphis, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"56","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Morton A Lieberman, PhD","Department of Psychiatry University of California, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"57","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Yuegang Zuo, PhD ","Department of Chemistry and Biochemistry  University of Massachusetts Dartmouth, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"58","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Steven Wagner, PhD","Department of Neuroscience  University of California, San Diego, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"59","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Alex W. Costley, PhD","Department of Gerontology & Health Education  City University of New York, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"60","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Priscilla D Allen, PhD","Department of Social Work,  Louisiana State University, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"61","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Ronald A Reminick, PhD","Department of Anthropology  Cleveland State University, USA","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"62","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Glenda Cook, PhD","Department of Nursing Northumbria University, UK","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"63","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Francesco Landi, MD","Department of Internal Medicine and Geriatrics  Catholic University of the Sacred Heart, Italy","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"64","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Martin A Katzman, M.D. F.R.C.P.(C) ","Department of Psychology  Lakehead University, Canada","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"65","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Emmanuel Andres, MD","Department of Internal Medicine  University of Strasbourg, France","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"66","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Alexa Ioana Dana, MD, PhD ","Department of Geriatrics  Grigore T. Popa University of Medicine and Pharmacy, Romania","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"67","SciTechnol","Journal of Aging and Geriatric Medicine","Editorial Board","Mladen Davidovic, PhD","Department of geriatricians and gerontologist University of Belgrade, Serbia","https://www.scitechnol.com/editorialboard-aging-geriatric-medicine.php",2021-05-19
"68","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Mohammed Shamssain","Department of Pharmacy University of Newcastle Upon Tyne, UK","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"69","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Stephen D Lucas, MD","Department of Anesthesiology University of Florida, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"70","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Robert L Barkin, PhD","Department of Anesthesiology & Pharmacology Rush University Medical College, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"71","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Scott Alan Miller, PhD","Department of Neuroanesthesiology Wake Forest Baptist Medical Center, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"72","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Andrew Sloas, PhD ","Department of Pediatric Emergency Medicine
Vanderbilt University, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"73","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Jon Ver Halen, PhD","Department of Plastic Surgery  University of Tennessee, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"74","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Patrick M Dougherty, PhD","Department of Pain Medicine The University of Texas MD Anderson Cancer Center, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"75","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Loreta Grecu, PhD","Yale University, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"76","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Jingping Wang, PhD","Harvard University, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"77","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Xiulu Ruan, PhD","LSU Health Sciences Center, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"78","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Shamsuddin Akhtar, PhD","Yale University, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"79","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Arthur Atchabahian, MD","New York University, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"80","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Veeraindar Goli","Duke University Medical Center, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"81","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Yun Guan, PhD","Johns Hopkins University School of Medicine, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"82","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Feng Tao, PhD","Johns Hopkins University School of Medicine, USA","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"83","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Mirko Diksic , PhD","Department of Neurology and Neurosurgery McGill University, Canada","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"84","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Anthony Jones","University of Manchester, UK","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"85","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Mark I Johnson, PhD","Leeds Beckett University, UK","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"86","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Dumbor L Ngaage","Basildon University Hospital, UK","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"87","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Bo Lofgren, MD, PhD ","Aarhus University Hospital, Denmark","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"88","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Niels Henrik Vinther Krarup, MD","Aarhus University Hospital, Denmark","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"89","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Ibrahim Tuncay, PhD","Bezmialem Vakif University School of Medicine, Turkey","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"90","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Yunus Imren, MD","Kars State Hospital, Turkey","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"91","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Tomasz Gaszynski, MD, PhD","Medical University of Lodz, Poland","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"92","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Andrzej W. Lipkowski PhD","Polish Academy of Sciences, Poland","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"93","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Andrzej Kurowski, MD, PhD ","Institute Cardiology in Warsaw, Poland","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"94","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Anelise Daher, PhD","Federal University of Goias, Brazil","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"95","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Raquel Wanzuita","University of Joinville Region- Univille, Brazil","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"96","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Manuel Ignacio Monge Garcia","Medical University of Cádiz, Spain","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"97","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Szilard Szucs, MD","University College Cork, Ireland","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"98","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Trabelsi Walid, MD","Military hospital of instruction of Tunis, Tunisia","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"99","SciTechnol","Analgesia & Resuscitation : Current Research","Editorial Board","Sandeep Kumar Kar, MD","Institute of Postgraduate Medical Education & Research, India","https://www.scitechnol.com/editorialboard-analgesia-resuscitation-current-research.php",2021-05-19
"100","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","David Mutch, MD","Obstetrics & Gynecology Division Washington University School of Medicine, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"101","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Culley C Carson III, PhD","Department of Urology
 University of North Carolina, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"102","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Steven R. Lindheim, MD","Division of Reproductive Endocrinology and Infertility Wright State University, USA
Read Interview session with Steven Lindheim","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"103","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Natalie Luzina Rasgon, PhD","Department of Obstetrics and Gynecology Stanford University, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"104","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Michael W. Vernon, PhD","Department of Obstetrics and Gynecology WVU Health Care, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"105","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Nissrine Nakib, PhD","Department of Urology University of Minnesota, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"106","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","David F. Lewis, MD","Obstetrics and Gynecology University of South Alabama, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"107","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Amit Chakrabarty, MD, MS, FRCS","Urologic Clinics of North Alabama, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"108","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Ralf C. Zimmermann, PhD","Department of Obstetrics & Gynecology Columbia University, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"109","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Richard G. Moore, PhD","Department of Obstetrics & Gynecology Brown University, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"110","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Wei Yan, MD","Department of Physiology and Cell Biology University of Nevada School of Medicine, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"111","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Sanjay Gupta, PhD","Department of Urology Case Western Reserve University, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"112","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Rajesh K. Naz, PhD ","Department of Obstetrics & Gynecology West Virginia University, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"113","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Krishna Rao Moparty, MD","Department of Urology Tulane University Health Sciences Center, USA","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"114","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Lwaleed Bashir Abdulgader, PhD","Faculty of Health Sciences University of Southampton, UK","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"115","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Aleksander Giwercman, PhD","Fertility Centre University Hospital Malmö, Sweden","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"116","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Stefan Arver, PhD","Karolinska University Hospital, Sweden","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"117","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Michail Varras, PhD","General Maternity State Hospital, Greece","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"118","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Diego Signorello, PhD","Bressanone Hospital, Italy","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
"119","SciTechnol","Andrology & Gynecology: Current Research","Editorial Board","Paulo Franco Taitson, PhD","Department of Human Reproduction Pontifical Catholic University, Brazil","https://www.scitechnol.com/editorialboard-andrology-gynecology-current-research.php",2021-05-19
